"";"Player";"Team";"Rnd";"R";"ACS";"K:D";"KAST";"ADR";"HS%";"KMax";"IK"
"4329";"Supply";"GMG";416;0,82;173,8;0,84;"65%";118,4;"21%";18;-18
"4330";"teddy";"LIM";80;0,82;152,8;0,67;"63%";99,8;"21%";14;-3
"4331";"s3mig0d";"THEX";991;0,82;166,6;0,75;"67%";106,9;"24%";24;-64
"4332";"euanval";"Sain";557;0,82;179;0,81;"62%";115,1;"23%";25;0
"4333";"JUN";"FC";564;0,82;159,8;0,74;"63%";104,8;"24%";22;-37
"4334";"Klauss";"News";973;0,82;173;0,8;"63%";111,7;"19%";26;-35
"4335";"fz";NA;374;0,82;165,1;0,74;"59%";112,3;"20%";20;-13
"4336";"Rui";"TR";492;0,82;183,6;0,84;"59%";120,1;"30%";26;-18
"4337";"Enzo";"FG";1747;0,82;175,4;0,79;"65%";118,4;"23%";26;-6
"4338";"arch";"WYL";2392;0,82;160;0,75;"66%";106,5;"23%";21;-39
"4339";"Bazy";"HaZe";122;0,82;144,6;0,52;"57%";91,5;"27%";14;1
"4340";"m4skTV";NA;330;0,82;149,3;0,69;"64%";107,4;"15%";26;-19
"4341";"BuyKO";"BEE";161;0,82;172,8;0,73;"61%";117,7;"26%";20;-3
"4342";"FRIZZY";"TI";289;0,82;162,6;0,74;"65%";114,1;"23%";20;-20
"4343";"waneG";"Habi";102;0,82;186,8;0,78;"61%";122,2;"24%";19;0
"4344";"viperdemon";NA;300;0,82;175,7;0,87;"65%";116,7;"25%";20;-4
"4345";"w1zard";"NKT";535;0,82;183;0,81;"63%";117,1;"20%";25;-10
"4346";"Kippo";"CJ";166;0,82;187,3;0,81;"70%";125,3;"20%";27;6
"4347";"D4nTe";NA;425;0,82;178,3;0,8;"65%";113,4;"16%";31;-12
"4348";"SN0KEER";"One";466;0,82;163,6;0,76;"64%";103,5;"26%";17;-9
"4349";"Remonn";"Crew";155;0,82;150,4;0,62;"64%";92,3;"27%";20;-2
"4350";"Morphiw0w";"Axol";659;0,82;201,2;0,8;"65%";127,6;"20%";23;-28
"4351";"blocker";"A3D";595;0,82;166;0,72;"64%";104,2;"24%";20;-22
"4352";"meejaey";"ETH";379;0,82;186,1;0,81;"61%";120,3;"21%";24;-20
"4353";"inin77";"TTRS";118;0,82;168,2;0,73;"78%";107;"21%";15;5
"4354";"Lando";"YTR";347;0,82;171,9;0,76;"69%";116;"27%";24;-22
"4355";"BondF";"GX";664;0,82;183,8;0,79;"64%";122,1;"30%";24;-18
"4356";"KenzmPs";"OLDT";1297;0,82;159,1;0,74;"66%";104,5;"28%";21;-37
"4357";"end7my";"LGE";1127;0,82;201;0,92;"63%";127,3;"20%";26;-13
"4358";"fnnts1";"99PT";179;0,82;192,4;0,8;"55%";127,2;"19%";23;-3
"4359";"West";"PHXE";716;0,82;172,2;0,76;"62%";113,2;"23%";23;-27
"4360";"Osanpo";"FEL";418;0,82;152;0,7;"63%";98,5;"18%";19;-26
"4361";"Rebounter";"PvS";255;0,82;167,3;0,79;"63%";111,1;"27%";23;-15
"4362";"Jakexd";"BGN";555;0,82;174,9;0,78;"59%";116,8;"24%";20;-11
"4363";"nex";NA;546;0,82;204,2;0,89;"63%";125,4;"23%";24;-29
"4364";"Ryu";"TC";612;0,82;190,6;0,81;"65%";126,9;"25%";23;-6
"4365";"Keiron";"Team";64;0,82;173;0,61;"56%";108,6;"30%";16;-1
"4366";"NotWibu";"WAY";103;0,82;202,4;0,82;"72%";133;"19%";17;1
"4367";"Merieux";"SGG";81;0,82;194,8;0,78;"61%";128,1;"19%";16;-1
"4368";"cutefatboy";"NOX";1892;0,82;178,8;0,82;"67%";115,6;"27%";27;-68
"4369";"jer";"PHX";110;0,82;170,2;0,69;"67%";118;"16%";17;-1
"4370";"Raiden";"Anyw";364;0,82;210,4;1,03;"53%";134,5;"18%";25;-2
"4371";"Waltz";"FYL";934;0,82;175,7;0,79;"61%";119,4;"29%";29;-35
"4372";"distorted";"Wind";633;0,82;170,1;0,78;"63%";113,4;"25%";24;-30
"4373";"emplaz";"ezch";92;0,82;182;0,76;"64%";126;"21%";19;3
"4374";"TiduS";"BGN";1304;0,82;184,2;0,84;"65%";123,7;"26%";27;-24
"4375";"stev0r";NA;415;0,82;180,3;0,78;"65%";122,5;"27%";28;-10
"4376";"KugelMitSahne";NA;237;0,82;184,3;0,74;"61%";122,1;"22%";17;-1
"4377";"kZ.";"RFG";237;0,82;190,9;0,72;"66%";130,9;"31%";27;-7
"4378";"Kaalz";"Vacu";386;0,82;188,3;0,84;"67%";120,6;"25%";23;1
"4379";"cozje";NA;129;0,82;140,9;0,56;"63%";93;"27%";16;-6
"4380";"indie";"NFC";802;0,82;182,4;0,82;"61%";121,7;"23%";24;-25
"4381";"ACROSS";"AMR";144;0,82;200,4;0,74;"60%";129,5;"27%";14;-8
"4382";"4DR";NA;378;0,82;163,5;0,76;"65%";108,1;"21%";19;-12
"4383";"ExtreMMz";NA;138;0,82;179,7;0,84;"61%";114,5;"31%";19;-2
"4384";"Sneaky";"HKB";234;0,82;183,7;0,8;"58%";123,4;"20%";22;2
"4385";"boltiNxd";"mato";313;0,82;177,7;0,76;"55%";120;"16%";21;-22
"4386";"fak";"5 ho";180;0,82;164,7;0,76;"52%";97;"20%";16;1
"4387";"Yopihop";NA;138;0,82;205;0,77;"64%";134;"20%";22;-6
"4388";"meisoN";"QLSH";652;0,82;170,7;0,82;"64%";111,7;"30%";23;-9
"4389";"FaQooN";"ODIUM";417;0,81;170,3;0,8;"64%";112,7;"31%";19;-15
"4390";"thiief";NA;435;0,81;187,6;0,85;"61%";116,8;"25%";21;-10
"4391";"Hatz";"FL";644;0,81;186,8;0,8;"59%";121,4;"25%";28;-16
"4392";"trayz";"Wave";162;0,81;172,3;0,73;"61%";110,5;"25%";16;0
"4393";"CryingG";"UBI";245;0,81;215,2;0,82;"63%";140,1;"19%";20;-14
"4394";"Eshotz";"UNK";834;0,81;179,2;0,74;"62%";120,7;"21%";26;-39
"4395";"Berghy";"HBOX";2329;0,81;171,5;0,79;"69%";109;"21%";30;-29
"4396";"SomebodyY";"Mustang";285;0,81;172,2;0,71;"67%";117,8;"21%";23;-1
"4397";"e";"girl
																			AGP";59;0,81;174,7;0,93;"68%";120,8;"29%";15;-1
"4398";"Rain";"CNJ";661;0,81;200,6;0,77;"62%";128,1;"19%";23;-48
"4399";"KYELL";NA;59;0,81;179,3;0,76;"63%";114,8;"21%";15;-3
"4400";"Easylife";"FTW.EVO";308;0,81;162,9;0,69;"61%";104,6;"22%";16;-10
"4401";"vittoria";"SUR";159;0,81;171,4;0,79;"60%";112,5;"16%";19;-9
"4402";"goquu";NA;81;0,81;191;0,78;"63%";124,8;"23%";24;0
"4403";"wekabipo";"AE";54;0,81;145,7;0,54;"55%";100,2;"21%";15;0
"4404";"nurture";NA;60;0,81;181;0,74;"63%";132,3;"25%";14;-3
"4405";"ALLIN";"Team";2498;0,81;173,9;0,78;"65%";113,6;"22%";24;-74
"4406";"furislayer";NA;318;0,81;157,9;0,8;"71%";105,1;"25%";17;-3
"4407";"AeykO";"5 Yu";251;0,81;201,5;0,86;"61%";123,8;"22%";24;4
"4408";"ayaNq";"AA";1211;0,81;185,7;0,87;"62%";116,8;"22%";27;-12
"4409";"AreyouRyu";"AEP";1226;0,81;154,3;0,74;"66%";103,2;"20%";23;-23
"4410";"Wolffe";"BAL";444;0,81;177,3;0,78;"67%";119,6;"28%";20;-5
"4411";"SoUl";"RiV3R";76;0,81;172,3;0,71;"72%";99,4;"14%";13;-4
"4412";"kyoto";"FC";912;0,81;155,7;0,71;"64%";102,5;"24%";21;-18
"4413";"jotavê";"ATS";124;0,81;178,5;0,81;"68%";121,3;"30%";20;4
"4414";"MAXI";"KING
																			Team";125;0,81;193,3;0,84;"68%";120,5;"18%";20;-2
"4415";"UNSHAKEN";"ZMM";560;0,81;175,1;0,79;"65%";114,1;"23%";21;-16
"4416";"Art";NA;77;0,81;184,3;0,77;"61%";117;"21%";16;-1
"4417";"Seo";"jun";51;0,81;183,7;0,79;"67%";120,7;"22%";18;-4
"4418";"NOVEMBER";NA;241;0,81;187,2;0,73;"63%";123,5;"23%";15;-12
"4419";"streets";NA;314;0,81;188,4;0,84;"63%";122,4;"25%";19;1
"4420";"DmaL";NA;53;0,81;215;0,8;"70%";142,9;"29%";24;0
"4421";"SKIM";NA;231;0,81;183,3;0,75;"67%";119,5;"20%";17;1
"4422";"LuDraa";"OE";94;0,81;197,8;0,86;"65%";146,5;"31%";30;1
"4423";"khelthuzad";"LE";63;0,81;198,7;0,81;"63%";126,3;"19%";23;2
"4424";"AnjK";"AMT";856;0,81;206,3;0,85;"68%";129,8;"16%";26;-35
"4425";"pwNN3D";"Ramb";81;0,81;175,5;0,74;"56%";110,4;"25%";17;-3
"4426";"deejay";NA;202;0,81;187;0,82;"58%";128,6;"22%";26;-10
"4427";"Gaiava";"STri";55;0,81;174;0,8;"61%";130;"30%";15;-3
"4428";"Phardon";"GG";1073;0,81;189,3;0,81;"63%";121,5;"24%";26;-49
"4429";"jNwOw";"LGD";437;0,81;169,4;0,76;"62%";112,8;"27%";19;-16
"4430";"pavel";"Les";419;0,81;222;0,91;"63%";147,1;"15%";25;-4
"4431";"JoshF";"ZOL";133;0,81;151,6;0,73;"64%";100,9;"28%";16;-1
"4432";"Meltings";"X10";380;0,81;175,8;0,79;"66%";116,6;"25%";23;-5
"4433";"deafmute";"Unde";309;0,81;157,3;0,76;"66%";102,7;"29%";18;-1
"4434";"ceachy";NA;88;0,81;185;0,75;"61%";121,4;"22%";19;-7
"4435";"R4VE";"brai";640;0,81;162,6;0,81;"62%";102,8;"25%";24;-11
"4436";"Con3";NA;380;0,81;193,9;0,79;"65%";127,1;"18%";23;-10
"4437";"Bing";"Chilling";81;0,81;175;0,75;"67%";111,1;"12%";20;-7
"4438";"Reality";"GC";596;0,81;174,2;0,75;"68%";117,1;"19%";24;-29
"4439";"GODZSTER";"GONJ";67;0,81;169;0,78;"69%";97,1;"22%";22;-5
"4440";"Uruuko";NA;90;0,81;182,8;0,82;"59%";119,6;"27%";19;-6
"4441";"zedt";"GSNS";549;0,81;168,2;0,72;"61%";111,6;"21%";22;-21
"4442";"Pie";"AMZ";300;0,81;172;0,68;"64%";119,8;"21%";18;-3
"4443";"DominiK";"RGE";637;0,81;172,6;0,79;"66%";114,3;"32%";26;-12
"4444";"Jamie";"Impa";258;0,81;160,2;0,68;"65%";112,9;"22%";27;-20
"4445";"Thieney";NA;118;0,81;201,7;0,81;"72%";130,6;"24%";23;-5
"4446";"Dragon";"TR";494;0,81;200,3;0,83;"61%";133,7;"26%";27;-23
"4447";"sai";"Rise";88;0,81;195,2;0,79;"60%";128,3;"43%";15;-3
"4448";"eskay";"SMF";1466;0,81;161;0,76;"65%";107,7;"24%";21;-70
"4449";"EdiT999";"T69";854;0,81;169,2;0,8;"66%";107,5;"19%";26;-1
"4450";"plasteR";"IG";114;0,81;176;0,71;"58%";113,5;"25%";17;2
"4451";"alpine";"FWOG";345;0,81;174,6;0,82;"58%";117,1;"32%";22;-3
"4452";"morg";NA;55;0,81;180;0,74;"67%";119,3;"41%";16;-2
"4453";"monk";NA;730;0,81;173;0,77;"67%";111,2;"24%";24;-10
"4454";"autumn";"KRÜ.F";83;0,81;178,3;0,69;"66%";111,5;"25%";13;-3
"4455";"claudinho";"FzF";236;0,81;209,8;0,94;"62%";134,5;"23%";20;3
"4456";"kanzen";NA;62;0,81;178;0,83;"66%";121,8;"18%";16;-4
"4457";"Dryson";NA;692;0,81;184,6;0,82;"67%";117,7;"20%";24;8
"4458";"Lorenzo";"YFP";93;0,81;152;0,74;"68%";91,7;"16%";14;-2
"4459";"Jimji";"PING";362;0,81;161,8;0,75;"67%";107,9;"35%";23;0
"4460";"kraken";"RFG";58;0,81;200;0,88;"60%";136,1;"29%";27;-1
"4461";"garzeN";"NES";489;0,81;201,2;0,83;"68%";127;"15%";22;-11
"4462";"Kanowow";NA;220;0,81;168,2;0,82;"68%";109;"17%";26;-5
"4463";"furyan";"OLDT";545;0,81;186,7;0,75;"65%";123,8;"19%";23;-13
"4464";"Gipetto";"WeSp";91;0,81;127,8;0,58;"74%";84,9;"15%";17;-2
"4465";"cino";"FWS";240;0,81;204,6;0,79;"65%";135,8;"20%";20;-7
"4466";"Grave";NA;54;0,81;192,3;0,77;"50%";121,3;"19%";16;1
"4467";"Novi";NA;117;0,81;149;0,68;"73%";101,2;"19%";13;-4
"4468";"MungusTheGiant";NA;279;0,81;173,2;0,74;"64%";114;"23%";21;-7
"4469";"VapeRoald";"TD";77;0,81;185,8;0,68;"58%";115,8;"19%";19;-6
"4470";"saint";"DSR";638;0,81;180,7;0,79;"66%";123,4;"23%";25;-26
"4471";"Leazo";"KRÜ";539;0,81;173,1;0,9;"72%";107,5;"24%";23;-11
"4472";"Naama";"Fpal";134;0,81;192,4;0,75;"61%";130,5;"16%";17;-1
"4473";"covinhas";"9z.GC";689;0,81;174;0,74;"69%";116,2;"18%";20;-14
"4474";"Boo";NA;186;0,81;162,4;0,73;"64%";102,1;"22%";19;0
"4475";"daNN";"BJK";263;0,81;192,2;0,83;"62%";124,9;"27%";20;-10
"4476";"Khattak";"X
																			CL";76;0,81;174,5;0,79;"62%";127,9;"32%";17;3
"4477";"Liu";"36NU";62;0,81;157;0,68;"65%";109,6;"30%";14;-3
"4478";"Saunic";NA;241;0,81;178,2;0,75;"56%";123,6;"21%";21;-24
"4479";"azalea";"TMX";142;0,81;174,4;0,71;"59%";110,1;"14%";12;-2
"4480";"laskat";"SKC";205;0,81;185,9;0,76;"63%";129,3;"24%";20;-9
"4481";"Purii";"XL.GC";677;0,81;180,1;0,83;"64%";115,9;"33%";23;-29
"4482";"Brxndon";"NN";362;0,81;178,6;0,76;"63%";115,6;"23%";17;-18
"4483";"Matik";"TGH";189;0,81;194,6;0,85;"67%";127,4;"23%";23;3
"4484";"Birdho";"SD";219;0,81;202,3;0,85;"60%";135,9;"29%";29;-10
"4485";"nightmareK";"NOM.JR";298;0,81;150,9;0,71;"64%";97,7;"24%";19;-3
"4486";"sunset";NA;230;0,81;188,4;0,85;"62%";116,7;"23%";18;-8
"4487";"Maxi";NA;67;0,81;176;0,74;"57%";113,2;"21%";16;-1
"4488";"GODLIKE";"WGS";2100;0,81;165,7;0,79;"65%";106,9;"25%";24;-58
"4489";"FLG1";"END";1031;0,81;173,6;0,84;"66%";111,9;"28%";24;-40
"4490";"szk";"SG";319;0,81;179,4;0,78;"66%";119,7;"27%";20;-10
"4491";"wasd";NA;648;0,81;175,6;0,77;"62%";118;"21%";27;-10
"4492";"clay";"Crim";51;0,81;159;0,85;"84%";92,5;"25%";16;4
"4493";"GauRanG";NA;449;0,81;168,5;0,77;"63%";115;"32%";24;-16
"4494";"Ghoztie";"Gazi";122;0,81;213,3;0,86;"61%";133,9;"23%";22;-5
"4495";"Bahzar";"Hype";229;0,81;179,8;0,73;"68%";123,1;"26%";17;-8
"4496";"Uglomer";"KUM";256;0,81;176,3;0,71;"64%";119,9;"20%";18;-6
"4497";"Nessa";"IRIS";741;0,81;178,2;0,79;"64%";117,8;"20%";27;-22
"4498";"NeskaaS";"VMS";1217;0,81;164,7;0,76;"65%";108,3;"23%";24;-27
"4499";"Rukitter";NA;137;0,81;211,6;0,74;"66%";140,7;"28%";16;-5
"4500";"Afellay9";"YZ";208;0,81;157,8;0,67;"65%";108,6;"24%";17;-9
"4501";"Chipsette";NA;61;0,81;163,3;0,72;"69%";113,2;"29%";14;-6
"4502";"Shannon";NA;83;0,81;168,2;0,61;"71%";107;"23%";10;-8
"4503";"Physecks";NA;355;0,81;191,5;0,86;"65%";124,1;"27%";29;-11
"4504";"Xivi";"FNST.OWO";688;0,81;170,1;0,79;"64%";110,6;"26%";26;-45
"4505";"Swervo";"VEXO";723;0,81;169,7;0,77;"62%";113,6;"22%";21;-4
"4506";"A1tmaN";NA;296;0,81;168,9;0,72;"63%";108;"27%";23;-24
"4507";"tieNzo";"EJ";115;0,81;183,3;0,86;"53%";124,2;"35%";26;-6
"4508";"Eletrik";NA;78;0,81;188,5;0,81;"71%";132,9;"26%";25;3
"4509";"Rejante";"TM";1230;0,81;181,4;0,81;"65%";120,7;"18%";28;-19
"4510";"Goat";"CE";63;0,81;165;0,74;"65%";109,3;"20%";16;-3
"4511";"Herro";"BM";78;0,81;169,3;0,75;"63%";116,4;"29%";14;0
"4512";"MACHYY1";"SMP";1052;0,81;160;0,72;"67%";100,3;"21%";31;-36
"4513";"Neiker";"ZETA";291;0,81;189,3;0,88;"58%";125,4;"23%";26;-4
"4514";"King";"Moita
																			PNT";59;0,81;160,7;0,64;"63%";114,9;"14%";19;1
"4515";"crovex";"WAVE";667;0,81;165,9;0,78;"66%";110,7;"20%";21;-16
"4516";"Skyfull";"RC";236;0,81;203,1;0,8;"62%";141,4;"16%";22;-2
"4517";"jugeN";"JKRS";555;0,81;196,5;0,79;"65%";125,4;"28%";23;-24
"4518";"ven";NA;90;0,81;156,6;0,68;"58%";100,6;"22%";14;-4
"4519";"Snow";"PFlu";182;0,81;182,3;0,78;"55%";122,3;"29%";21;-15
"4520";"AlphaFly";"Ambi";1191;0,81;163,6;0,76;"68%";108,8;"25%";26;-56
"4521";"BaBaW";"FuN";186;0,81;181,9;0,75;"62%";120,8;"28%";19;-10
"4522";"Noxy";"WSF";735;0,81;179,4;0,79;"65%";119,7;"23%";26;-51
"4523";"W4siLi";"Lixa";470;0,81;161,7;0,77;"67%";106,2;"24%";24;-7
"4524";"LulU";NA;69;0,81;196,3;0,84;"68%";124,3;"32%";18;-2
"4525";"burnzke";"DW";138;0,81;188,4;0,83;"73%";117,9;"19%";22;-7
"4526";"Helios";NA;60;0,81;178,7;0,81;"60%";111,7;"39%";13;-2
"4527";"Athe1st";"CAP";205;0,81;161,5;0,71;"65%";105,8;"22%";19;-8
"4528";"008";NA;282;0,81;165,1;0,73;"68%";108,2;"17%";20;-4
"4529";"Laries";"H.O.";196;0,81;183,2;0,85;"66%";122,6;"26%";31;-1
"4530";"regiaNe";"LF";112;0,81;167,7;0,72;"63%";109,9;"25%";14;-8
"4531";"mertz";"TH";194;0,81;176,8;0,85;"70%";109,3;"31%";20;2
"4532";"RAVI";"IGW";70;0,81;166,7;0,82;"71%";110,4;"17%";19;0
"4533";"Ooriime";"BGN";370;0,81;187,9;0,82;"64%";122,6;"30%";22;-6
"4534";"youms";NA;115;0,81;192,7;0,8;"70%";111,9;"25%";21;-4
"4535";"Tempt";"NF";1224;0,81;176,8;0,76;"64%";116,8;"23%";22;-49
"4536";"hardmanam";NA;113;0,81;217,5;0,86;"69%";137,7;"24%";18;-4
"4537";"Destina";"UP.F";640;0,81;177,5;0,73;"64%";120,7;"26%";22;-13
"4538";"Blittz";NA;78;0,81;202,3;0,91;"67%";139,5;"27%";32;5
"4539";"RIKO";NA;93;0,81;172,8;0,85;"63%";112;"26%";20;-8
"4540";"ZURC";"mozz";418;0,8;171,2;0,74;"63%";111,6;"24%";22;-18
"4541";"dice";NA;102;0,8;176,2;0,78;"71%";117,6;"35%";14;-3
"4542";"campolina";NA;114;0,8;202,5;0,79;"61%";131,9;"19%";19;2
"4543";"blix";"BLAH";115;0,8;206,7;0,8;"45%";122,8;"24%";21;4
"4544";"di^";"HAMB";353;0,8;150,6;0,7;"66%";101,5;"21%";19;-23
"4545";"tingdong";NA;55;0,8;174,3;0,73;"58%";122,3;"20%";16;-6
"4546";"Carlito";"vS";1035;0,8;166,5;0,76;"65%";110,2;"25%";31;-47
"4547";"MycroSparks";NA;75;0,8;174,3;0,69;"61%";118,7;"15%";15;4
"4548";"bitterzie";"Vals";546;0,8;182,1;0,83;"66%";119,6;"22%";24;-12
"4549";"x0tek";"Emot";455;0,8;155,6;0,71;"64%";109;"24%";18;-30
"4550";"daeroN";NA;195;0,8;200,6;0,82;"66%";139,1;"23%";32;-13
"4551";"Tinylady";"ITB.P";421;0,8;188,4;0,76;"64%";122,6;"23%";21;-30
"4552";"Sora";"Igni";613;0,8;200,1;0,82;"63%";129,7;"27%";31;-28
"4553";"RoBeeee";"LAG";490;0,8;155,3;0,68;"69%";104,3;"19%";19;-10
"4554";"Den2";"SPG";135;0,8;166,6;0,76;"65%";108,9;"24%";16;-3
"4555";"GWZH";NA;151;0,8;152,6;0,69;"58%";105,1;"22%";21;-6
"4556";"akanorf";NA;164;0,8;157,5;0,7;"62%";101,2;"19%";17;-8
"4557";"Luie";"Viva";453;0,8;166,1;0,8;"66%";111;"35%";22;-4
"4558";"MikeOxlong";"Mc";125;0,8;196,7;0,79;"64%";127,4;"16%";22;-16
"4559";"Blu";NA;54;0,8;204,7;0,89;"61%";129,4;"24%";14;-2
"4560";"uni";"Illu";162;0,8;202,8;0,82;"58%";135;"31%";25;-2
"4561";"erkaSt";"C9A";577;0,8;159,7;0,74;"64%";106,3;"25%";20;-22
"4562";"Squirmer";"UCF";265;0,8;160,8;0,74;"62%";108,7;"23%";18;-18
"4563";"Cactus";"FS";684;0,8;210,3;0,89;"62%";133,7;"25%";39;-34
"4564";"sm0keyz";"Poiz";110;0,8;150,3;0,68;"63%";94,5;"17%";15;-4
"4565";"Sing";"INM";483;0,8;189,2;0,98;"70%";126,1;"22%";29;-3
"4566";"Kucf";"ORG";400;0,8;174,8;0,77;"65%";115,3;"24%";19;-19
"4567";"Kayleigh";"Roul";241;0,8;174,9;0,85;"61%";114,8;"32%";26;-8
"4568";"bora";"PRL";64;0,8;175,3;0,69;"61%";117,8;"18%";16;-3
"4569";"marcelintb";"dogz";259;0,8;162,8;0,76;"64%";99,4;"26%";21;-8
"4570";"Ninjas";"PHXE";434;0,8;158,5;0,75;"61%";104,9;"30%";22;-10
"4571";"zoloCRAZY";"IES";575;0,8;185,3;0,82;"60%";123,7;"33%";22;-8
"4572";"6ixtos";"6K";162;0,8;163,5;0,74;"65%";105,1;"21%";22;-16
"4573";"evaD";NA;2270;0,8;156,1;0,72;"65%";104;"22%";25;-61
"4574";"Nuttydem0n";NA;228;0,8;171,6;0,72;"61%";110,8;"27%";23;-2
"4575";"SetriKK";"Cryp";257;0,8;162,1;0,75;"62%";104,9;"23%";22;0
"4576";"Klamran";"NBG";1561;0,8;195,6;0,79;"65%";128,9;"21%";24;-44
"4577";"Anc1enT";NA;109;0,8;191,5;0,82;"58%";125,9;"27%";23;-5
"4578";"Kouf";"afte";1080;0,8;177,7;0,78;"66%";121;"19%";24;-12
"4579";"neeqZ";"FTW.EVO";75;0,8;167,5;0,8;"49%";116,7;"34%";21;-3
"4580";"patience";"AF";184;0,8;171,2;0,73;"62%";111,7;"16%";14;0
"4581";"Wihuu";NA;58;0,8;204;0,89;"64%";133,5;"17%";23;2
"4582";"irispeach";NA;54;0,8;179;0,74;"57%";118,1;"24%";17;1
"4583";"aurahh";NA;97;0,8;201,8;0,89;"55%";125,4;"31%";23;-6
"4584";"stockz";"AGG";157;0,8;157,3;0,71;"59%";111,9;"30%";20;-9
"4585";"skelthy";NA;64;0,8;158,7;0,63;"70%";98,9;"19%";16;1
"4586";"Arthas";"LGE";1185;0,8;193,9;0,85;"65%";122,2;"25%";31;-40
"4587";"Qrow";"ARCE";98;0,8;168;0,73;"61%";115,6;"27%";25;1
"4588";"VJT";"Cryp";408;0,8;177;0,73;"61%";119,3;"23%";21;-3
"4589";"clouda";"GX";198;0,8;187,1;0,82;"63%";122;"26%";25;-10
"4590";"nikoz";"Axol";332;0,8;198,3;0,81;"64%";128,4;"34%";27;-4
"4591";"m4dara";"njr";141;0,8;206;0,78;"62%";138,5;"20%";24;-4
"4592";"pugstar";"Reve";854;0,8;190,9;0,8;"66%";126,5;"20%";24;-5
"4593";"Zynella";"Buda";201;0,8;171,3;0,78;"64%";114;"33%";25;-4
"4594";"Reo";NA;59;0,8;129,7;0,67;"66%";83,1;"25%";11;0
"4595";"Chrome";"Berz";315;0,8;196,6;0,82;"64%";129,7;"26%";26;-11
"4596";"Nh0zKon";"YMG";511;0,8;180,5;0,74;"64%";119,7;"19%";21;-16
"4597";"Deku";"AG";100;0,8;155,6;0,64;"60%";101,3;"28%";13;-1
"4598";"Bizzard";NA;96;0,8;195,4;0,76;"62%";126,4;"20%";16;6
"4599";"lacky";"MN";50;0,8;205,7;0,83;"62%";129,5;"27%";14;-3
"4600";"Kyojin";"XLE";382;0,8;174,6;0,74;"61%";114,4;"32%";20;-18
"4601";"BADshark";"AMZ";160;0,8;186,9;0,86;"60%";126,7;"36%";24;-7
"4602";"dylusion";"LA";1004;0,8;166,8;0,73;"63%";114,1;"26%";25;-35
"4603";"Razvy";"MJY";554;0,8;163,9;0,74;"65%";111;"25%";22;-19
"4604";"puckA";"VosF";299;0,8;133,1;0,65;"69%";90,9;"23%";16;-7
"4605";"Zneva";"NOM.JR";158;0,8;175,5;0,72;"67%";111,9;"31%";18;-3
"4606";"NiRaRoo";"Team";388;0,8;174,8;0,75;"60%";118,6;"22%";23;-2
"4607";"Exothy";NA;110;0,8;171,2;0,73;"63%";108,3;"29%";18;-2
"4608";"You";NA;167;0,8;185,5;0,81;"65%";126,8;"17%";32;3
"4609";"Lusueno";NA;81;0,8;171,5;0,76;"64%";107,2;"12%";18;-4
"4610";"dNEL";"HEETI";164;0,8;182,2;0,73;"63%";111,2;"20%";18;-4
"4611";"Bifferenity";"AES";116;0,8;166,4;0,74;"49%";94;"19%";18;-8
"4612";"Valon";"PHXE";187;0,8;187,9;0,81;"63%";122,1;"28%";20;-5
"4613";"z0rn";NA;294;0,8;182,4;0,73;"62%";119,5;"27%";27;-6
"4614";"SepiaMars";"RIG";319;0,8;174,1;0,78;"67%";109,4;"23%";20;7
"4615";"Flonson";"FG";1155;0,8;174,5;0,77;"62%";116,6;"27%";28;-48
"4616";"Veon1n";"CE";130;0,8;199,3;0,74;"66%";136,6;"17%";20;-5
"4617";"Stoneerko";"LPH";132;0,8;170,4;0,72;"59%";113,7;"16%";19;-4
"4618";"Jaded";NA;90;0,8;170,8;0,84;"66%";118,9;"19%";19;-3
"4619";"diver";"ABC";310;0,8;152,9;0,62;"63%";101,8;"13%";19;-18
"4620";"Clu";NA;79;0,8;188;0,86;"67%";127,4;"25%";20;-7
"4621";"jbrownnn";NA;66;0,8;191,8;0,83;"59%";114,3;"22%";15;0
"4622";"azm";"UNN";55;0,8;202,7;0,83;"60%";133,8;"23%";21;1
"4623";"Duqq";NA;157;0,8;146,3;0,7;"76%";105,9;"23%";18;-11
"4624";"Denz";"IluZ";741;0,8;177,3;0,71;"65%";124,2;"18%";21;-24
"4625";"Zee";"TA";52;0,8;174;0,73;"60%";113,7;"25%";16;-8
"4626";"arm1e";"EVA";274;0,8;176,3;0,75;"63%";115,6;"25%";18;-14
"4627";"Tr1X";"GR G";387;0,8;206,1;0,86;"68%";132,6;"21%";23;-19
"4628";"Safik";NA;82;0,8;184,3;0,79;"62%";120,3;"33%";23;-3
"4629";"Heessh";"lave";263;0,8;179,4;0,78;"61%";117,7;"27%";16;-6
"4630";"Big1son";"RG";171;0,8;179,9;0,72;"60%";121;"18%";19;-11
"4631";"tone";"Ecle";105;0,8;164,6;0,8;"61%";111,2;"27%";27;-7
"4632";"Mercure";"CSE";290;0,8;193,6;0,83;"61%";134,5;"28%";34;1
"4633";"LitsePoine";NA;282;0,8;193,3;0,79;"63%";122,6;"20%";21;8
"4634";"V0NS";"Valo";671;0,8;173,4;0,73;"61%";114,4;"23%";30;-2
"4635";"khunaa";"LAND";193;0,8;175,8;0,74;"64%";114,2;"29%";20;-12
"4636";"Badger";NA;291;0,8;182,9;0,77;"67%";118,2;"25%";20;1
"4637";"wonder";"WRS";280;0,8;179,8;0,77;"56%";116,1;"24%";19;-20
