"";"RND_diff";"R_diff";"ACS_diff";"KAST_diff";"KD_diff";"ADR_diff";"KPR_diff";"APR_diff";"FKPR_diff";"FDPR_diff";"K_diff";"D_diff";"A_diff";"FK_diff";"FD_diff";"ganhador"
"594";-230,32;0,164;6,13399999999999;10,4;-0,022;7,85599999999999;0,016;-0,00399999999999998;0,032;0,01;-155,24;-145,774;-65,634;-7,836;-9,02;"1"
"595";-407,98;-0,0640000000000001;-20,468;-1,40000000000001;-0,0960000000000001;-11,812;-0,0720000000000001;0,034;-0,024;-0,00799999999999999;-365,502;-294,776;-71,094;-61,274;-43,224;"0"
"596";-427,394;0,03;4,798;0;0,0680000000000001;2,858;0,022;-0,022;0,012;-0,002;-260,812;-327,936;-162,94;-32,652;-42,016;"1"
"597";700,496;0,0919999999999999;17,754;3,2;0,0939999999999999;8,714;0,052;0,036;0,028;0,016;619,466;471;205,96;122,236;97,42;"1"
"598";-414,184;-0,03;-15,056;0,799999999999997;-0,012;-8,828;-0,07;0,032;-0,014;-0,014;-296,108;-283,226;-149,298;-34,716;-36,46;"0"
"599";414,462;-0,012;-1,44799999999998;1,8;-0,0399999999999998;-0,823999999999984;-0,004;0,02;-0,014;-0,00799999999999999;348,712;281,298;105,5;47,108;38,908;"0"
"600";90,212;0,29;32,802;14;0,25;19,262;0,114;0,086;0,032;-0,014;69,338;59,092;29,21;10,396;9,342;"1"
"601";303,678;0;2,40000000000001;-1;-0,014;3,83799999999999;0,00600000000000001;0,016;0,012;0,004;205,288;198,356;150,98;13,388;10,628;"1"
"602";297,182;0,106;15,97;4,60000000000001;0,138;8,732;0,052;0,034;0,004;-0,01;433,006;183,804;97,6;83,932;40,308;"1"
"603";1579,294;0,128;12,636;4,8;0,106;5,13;0,04;0,014;0,018;0,00600000000000001;1433,632;1053,126;342,692;273,048;148,932;"1"
"604";-493,84;0,054;12,49;0,600000000000009;0,0740000000000001;11,204;0,038;0,028;0,002;-0,00600000000000001;-362,43;-346,636;-52,696;-69,938;-47,176;"1"
"605";1245,936;-0,028;-7,14400000000001;-0,799999999999997;-0,026;-7,18600000000001;-0,024;0,016;0;0,012;879,396;825,196;399,13;137,874;122,644;"1"
"606";1489,168;0,03;8,51600000000002;1;0,00600000000000001;3,06399999999999;0,026;-0,00800000000000001;0;0,002;1086,244;1031,374;384,318;150,7;139,692;"1"
"607";203,144;-0,044;-7,70600000000002;-1,2;0,018;-4,74799999999999;-0,022;0,00600000000000001;-0,002;-0,004;128,374;118,466;45,776;12,708;9,09999999999999;"0"
"608";773,996;0,0840000000000001;19,75;2;0,144;10,218;0,0780000000000001;-0,032;0,038;0,01;640,822;530,846;194,566;126,482;97,712;"1"
"609";743,614;0,0600000000000001;18,078;-0,200000000000003;0,102;9,33000000000001;0,0720000000000001;-0,016;0,012;0,014;621,04;482,562;182,742;101,106;71,364;"1"
"610";685,666;0,0619999999999998;19,25;0,799999999999997;0,0980000000000001;10,86;0,0580000000000001;-0,004;0,036;0,012;590,896;457,506;175,738;107,562;80,79;"1"
"611";1222,268;-0,00600000000000001;-3,696;1;-0,0660000000000001;-2,578;-0,016;0,054;-0,00799999999999999;-0,014;846,51;770,37;479,044;83,898;77,44;"0"
"612";344,314;-0,026;7,876;-1,8;0,002;4,852;0,0359999999999999;-0,032;0,018;-0,002;318,29;204,208;108,804;40,868;22,684;"1"
"613";-211,968;0,026;-0,23599999999999;1;0,026;0,00600000000000023;0,002;-0,042;0,00799999999999999;0,01;-145,854;-165,908;-142,016;-12,392;-15,04;"1"
"614";15,2380000000001;0,024;19,482;-1,59999999999999;0,108;10,144;0,0760000000000001;-0,026;0,03;0,01;101,62;24,438;-17,236;47,268;12,068;"1"
"615";-44,748;-0,108;-16,838;-6,40000000000001;-0,128;-11,864;-0,0679999999999999;-0,022;-0,01;-0,014;-40,062;-14,132;-12,532;-4,92;1,55;"0"
"616";73,29;-0,202;-36,492;-5,40000000000001;-0,378;-18,032;-0,132;-0,06;-0,074;0,01;44,91;53,218;1,512;-3,438;4,504;"1"
"617";924,024;0,052;-6,74000000000001;1,2;0,04;-6,09399999999999;-0,012;0,018;0;-0,01;631,222;634,66;247,826;95,17;86,204;"1"
"618";-1444,928;-0,0740000000000001;-10,416;-1,8;-0,0900000000000001;-6,53;-0,038;0,00600000000000001;-0,002;0,01;-1031,728;-928,866;-477,344;-110,452;-89,638;"0"
"619";-131,464;0,0800000000000001;17,96;-0,800000000000011;0,112;11,108;0,082;-0,002;0,00600000000000001;0,032;-89,22;-96,974;-30,862;-19,954;-14,15;"1"
"620";-352,35;0,02;9,47200000000001;1;0,0859999999999999;6,52799999999999;0,036;0,088;-0,034;-0,004;-255,87;-238,924;-83,204;-35,604;-32,114;"0"
"621";1210,366;0,02;10,272;-0,799999999999997;0,104;4,036;0,034;0,00599999999999995;0,012;0;952,702;824,036;347,004;168,402;127,758;"1"
"622";-1168,728;-0,046;-8,16999999999999;-2,60000000000001;-0,0860000000000001;-6,36800000000002;-0,042;0,066;-0,014;0;-910,848;-803,444;-253,996;-136,69;-117,086;"0"
"623";-325,776;0,0900000000000001;21,79;2,8;0,14;13,244;0,08;0,004;0,002;-0,004;-205,818;-249,688;-94,574;-46,584;-34,48;"1"
"624";19,6859999999999;0,0899999999999999;22,004;1,2;0,114;13,692;0,0660000000000001;-0,004;0,032;0,012;87,476;10,466;-1,33199999999999;34,968;23,058;"1"
"625";-270,392;-0,184;-18,764;-6,2;-0,242;-11,078;-0,0679999999999999;-0,024;-0,02;0,012;-205,772;-165,444;-88,318;-29,726;-23,94;"0"
"626";426,732;0,056;19,418;2,59999999999999;0,102;12,272;0,082;-0,114;0,038;0,022;370,406;310,612;42,42;89,996;70,114;"1"
"627";513,232;0,026;30,712;-4;0,186;17,21;0,108;-0,016;0,03;0,012;396,732;328,952;132,83;53,27;43,864;"1"
"628";179,656;-0,0580000000000001;-13,214;-1,40000000000001;-0,0660000000000001;-7,97399999999999;-0,0559999999999999;-0,016;-0,00599999999999999;-0,004;41,146;77,968;68,496;-15,96;-9,122;"0"
"629";702,292;-0,028;0,620000000000005;-0,400000000000006;-0,026;0,186000000000007;-0,004;-0,00600000000000001;0,01;0,016;528,724;454,434;164,048;79,662;69,334;"1"
"630";57,0740000000001;0,012;-12,872;2;-0,024;-5,61599999999999;-0,0359999999999999;0,036;-0,038;-0,028;-20,884;10,722;130,99;-79,288;-54,848;"0"
"631";134,758;-0,05;-15,814;-0,799999999999997;-0,0999999999999999;-7,26400000000001;-0,0459999999999999;0,04;-0,034;-0,01;61,0360000000001;108,18;74,24;-14,628;10,058;"1"
"632";150,652;0,0880000000000001;11,506;2,59999999999999;0,0960000000000001;4,58199999999999;0,0459999999999999;0,042;0,00600000000000001;-0,00799999999999999;110,954;91,888;43,404;17,662;9,748;"1"
"633";-28,9099999999999;-0,0800000000000001;-14,498;-1,59999999999999;-0,0939999999999999;-8,69400000000002;-0,056;0,01;0;0,012;-47,9200000000001;-27,194;-20,976;12,332;9,114;"0"
"634";-368,504;0,056;13,414;1,39999999999999;0,1;11,556;0,0700000000000001;-0,02;0,018;0,022;-249,412;-267,23;-118,786;-28,356;-32,72;"0"
"635";59,442;0,0900000000000001;12,226;3;0,0699999999999998;8,58000000000001;0,032;0,012;0,012;0,00199999999999999;87,772;28,98;7,47200000000001;23,454;9,822;"1"
"636";779,656;-0,102;-21,39;-2,59999999999999;-0,154;-13,418;-0,0900000000000001;-0,01;-0,024;-0,00600000000000001;507,786;523,224;175,07;63,412;58,412;"1"
"637";182,594;-0,014;3,46199999999999;-1,2;-0,00800000000000001;-0,50800000000001;0,00600000000000001;-0,002;0,032;0,00799999999999999;143,23;142,16;32,21;42,464;34,694;"1"
"638";1159,62;0,0600000000000001;4,27199999999999;2,8;0,0640000000000001;3,38000000000002;0,02;0,044;0,00600000000000001;-0,00600000000000001;864,692;740,838;407,728;118,972;80,432;"0"
"639";142,858;0,0860000000000001;17,1;3;0,142;7,506;0,0640000000000001;0,012;0,016;0,012;127,136;93,45;43,038;22,064;17,502;"1"
"640";-114,422;-0,016;-1,18400000000003;-0,200000000000003;0,018;-2,804;-0,004;-0,046;0,024;0,024;-53,21;-69,894;-52,22;11,12;6,974;"1"
"641";473,854;0,028;-14,384;2,60000000000001;0,00799999999999979;-7,732;-0,044;0,038;-0,034;-0,034;337,02;292,614;157,784;39,258;22,944;"0"
"642";-206,332;0,0539999999999998;14,784;0,800000000000011;0,0759999999999998;9,928;0,042;0,02;0,016;0,00800000000000001;-135,444;-126,326;-78,74;-10,654;-10,618;"1"
"643";-412,396;0,042;-9,02199999999999;4,60000000000001;-0,05;-1,96599999999998;-0,03;-0,024;-0,00599999999999999;-0,00399999999999999;-313,642;-286,218;-149,144;-48,69;-37,148;"1"
"644";229,064;0,02;-3,86600000000001;1,59999999999999;-0,014;-1,042;-0,0099999999999999;-0,034;-0,002;-0,01;161,55;168,33;63,646;28,302;27,268;"1"
"645";-208,89;-0,01;-6,92400000000001;-0,400000000000006;-0,0499999999999998;-1,73599999999999;-0,018;0,01;-0,00799999999999999;-0,00800000000000001;-190,736;-101,994;-18,31;-52,186;-27,388;"0"
"646";-143,286;0,026;-21,176;3,2;0,004;-12,484;-0,056;0,00800000000000001;-0,034;-0,026;-129,012;-135,526;-42,182;-26,558;-35,508;"0"
"647";-388,25;0,01;-8,34399999999999;1,8;-0,0640000000000001;-1,88;-0,032;0,058;-0,02;-0,01;-328,95;-259,192;-33,776;-67,66;-41,376;"1"
"648";-87,496;-0,012;-6,75399999999999;0;-0,01;-2,31399999999999;-0,022;-0,016;-0,01;-0,00800000000000001;-91,18;-88,644;-27,67;-30,628;-26,568;"1"
"649";622,112;0,126;17,924;3,2;0,184;14,346;0,0740000000000001;-0,002;-0,004;-0,018;507,222;345,706;198,04;51,836;26,474;"1"
"650";885,36;-0,018;-8,62;-2,19999999999999;0,0720000000000001;-7,31399999999999;-0,028;0,042;-0,03;-0,03;653,332;520,232;221,312;77,502;57,652;"1"
"651";555,938;-0,0259999999999998;4,81799999999998;-0,800000000000011;-0,02;4,018;0,018;0,052;-0,014;0,00399999999999999;415,894;388,412;295,912;20,158;31,954;"0"
"652";-623,978;-0,0620000000000001;-8,03;-2,2;-0,0959999999999999;-4,428;-0,036;-0,01;-0,004;-0,00600000000000001;-525,346;-403,894;-140,36;-89,382;-77,464;"0"
"653";554,444;0,036;8,08999999999997;2,19999999999999;0,0659999999999998;4,07400000000001;0,032;-0,00199999999999997;0,002;0;448,812;371,966;118,022;70,248;59,64;"1"
"654";84,7500000000001;-0,05;-4,34799999999998;-5,39999999999999;0,002;-3,19799999999999;-0,0119999999999999;0,002;-0,016;-0,028;80,558;63,574;18,138;26,068;25,976;"0"
"655";660,578;-0,03;8,01400000000001;-0,799999999999997;-0,032;3,98000000000002;0,014;0,012;0,016;0,014;476,392;474,414;272,322;61,504;64,712;"1"
"656";15,4460000000001;0,0839999999999999;-3,06999999999999;3,80000000000001;0,0800000000000001;0,47999999999999;-0,02;0,078;-0,034;-0,024;-42,7679999999999;-86,46;117,054;-67,484;-45,538;"0"
"657";-31,618;0,024;-3,446;1,2;0,044;0,975999999999999;0,004;-0,046;-0,004;-0,00799999999999999;-16,326;-38,236;-42,87;5,802;-1,668;"0"
"658";-921,734;-0,118;-25,19;-4;-0,0779999999999998;-12,21;-0,086;0,058;-0,054;-0,02;-954,33;-690,812;-96,378;-269,03;-170,96;"1"
"659";187,192;-0,022;-14,374;-0,200000000000003;-0,038;-7,86199999999999;-0,056;-0,048;-0,028;-0,026;127,222;133,008;34,102;16,474;20;"1"
"660";-495,35;-0,116;-9,352;-3,60000000000001;-0,16;-2,334;-0,036;-0,018;-0,012;0;-444,928;-255,282;-133,514;-95,506;-63,32;"0"
"661";-1167,15;-0,112;-15,776;-3,59999999999999;-0,166;-12,436;-0,0659999999999999;0,036;-0,004;-0,004;-923,754;-754,32;-244,748;-153,996;-128,168;"0"
"662";-87,604;0,036;23,508;-0,799999999999997;0,0839999999999999;10,066;0,0780000000000001;-0,028;0,028;0,022;-75,8299999999999;-40,71;-21,344;-14,874;0,236000000000004;"1"
"663";-1696,142;-0,11;-17,096;-4;-0,0659999999999998;-9,48400000000001;-0,0620000000000001;0,018;-0,024;-0,02;-1550,646;-1185,094;-293,876;-303,142;-227,958;"0"
"664";498,074;0,004;-6,89400000000001;2;-0,00800000000000001;-4,584;-0,022;0,038;-0,004;-0,01;281,872;273,974;265,356;2,386;-5,05800000000002;"0"
"665";-83,086;-0,0640000000000001;0,746000000000009;-2,59999999999999;-0,014;-0,956000000000017;0,002;-0,026;0,01;0,002;-85,534;-58,972;-28,258;-11,488;-8,3;"1"
"666";-229,474;0,0980000000000001;-16,61;7,80000000000001;-0,016;-6,53999999999999;-0,044;0,004;-0,032;-0,022;-182,926;-183,414;-88,368;-50,788;-43,244;"0"
"667";119,204;0,048;4,876;0,799999999999997;0,0419999999999998;5,64599999999999;0,014;0,022;-0,002;-0,00799999999999999;119,026;74,708;83,982;10,518;1,90600000000001;"0"
"668";-918,578;-0,044;-10,474;-1,60000000000001;-0,0499999999999998;-4,27199999999999;-0,03;-0,002;0,004;-0,004;-792,054;-611,886;-168,174;-155,652;-117,15;"0"
"669";870,604;0,022;0,156000000000006;0,799999999999997;0,018;-1,24800000000002;-0,01;0,044;0;0,002;658,732;598,608;332,554;95,716;85,53;"1"
"670";-232,864;-0,136;-17,21;-4,39999999999999;-0,136;-12,134;-0,07;-0,016;-0,012;0,002;-377,904;-141,478;-63,566;-96,054;-37,468;"1"
"671";-767,346;0,016;6,024;0,799999999999997;0,046;2,922;0,036;-0,014;0,014;0,00600000000000001;-530,306;-494,082;-218,008;-42,236;-30,306;"0"
"672";609,608;-0,016;-1,56999999999999;-1;0,044;-2,70400000000001;-0,00600000000000001;0,044;-0,016;-0,014;459,782;341,706;153,022;50,128;31,38;"1"
"673";375,11;0,028;-3,26599999999999;2,59999999999999;0,0519999999999998;-1,01000000000002;-0,00600000000000001;-0,034;-0,00599999999999999;-0,01;287,492;241,24;50,562;50,48;42,798;"1"
"674";-411,772;0;1,46799999999999;-0,200000000000003;-0,032;2,77000000000001;0,018;-0,00399999999999998;-0,002;0,00799999999999999;-295,954;-243,29;-105,968;-76,908;-45,784;"1"
