"";"Player";"Team";"Rnd";"R";"ACS";"K:D";"KAST";"ADR";"HS%";"KMax";"IK"
"2396";"walleONE";"Vi4";100;0,89;197;0,86;"59%";134,5;"30%";24;-1
"2397";"silenx";"The";2072;0,89;181,1;0,87;"69%";117,4;"32%";28;-52
"2398";"Hanuh";"RH";560;0,89;163,4;0,84;"68%";108,2;"25%";28;-5
"2399";"iFly";"TU";2042;0,89;184,1;0,88;"67%";122,7;"25%";27;-35
"2400";"Every";"Poin";136;0,89;152,7;0,66;"67%";93,2;"24%";14;2
"2401";"Lemignon";"MLC";581;0,89;186,9;0,84;"67%";122,7;"33%";24;-22
"2402";"kriszgod";"Espo";350;0,89;186,8;0,88;"67%";124,9;"28%";24;-9
"2403";"UNCAGED";"RIZO";686;0,89;208;0,93;"66%";133,6;"27%";32;-2
"2404";"krytyq";"TEN";2015;0,89;167,7;0,87;"68%";108,8;"26%";36;-62
"2405";"Thom";"NBG";1405;0,89;187,8;0,86;"71%";122,2;"32%";27;-36
"2406";"ALMO";"NOM";2059;0,89;196,7;0,9;"65%";130,6;"24%";25;-52
"2407";"rezy";"ANKAA";968;0,89;175,9;0,83;"68%";113,8;"26%";26;-18
"2408";"bLonded";"FSHR";190;0,89;162,2;0,72;"69%";107,5;"14%";19;-1
"2409";"Quick";"UCAM";1726;0,89;174,5;0,83;"67%";116,1;"29%";26;-69
"2410";"deigara";"9z";1340;0,89;194,8;0,86;"68%";125,6;"27%";33;-5
"2411";"exempt";"PRDX";932;0,89;190,6;0,83;"67%";125,6;"24%";22;3
"2412";"BraxxyyF";"Chil";61;0,89;238,7;0,94;"61%";155,2;"20%";19;1
"2413";"Welshy";"OXGA";2073;0,89;192,6;0,86;"67%";121;"17%";32;-78
"2414";"apathy";"CTL";690;0,89;197,2;0,9;"66%";129,7;"26%";29;-2
"2415";"YaBoiLewis";"FKS";1268;0,89;211,6;0,91;"66%";137,2;"32%";25;-47
"2416";"suerte";"AIM";358;0,89;213,3;0,93;"64%";137,7;"23%";25;-3
"2417";"XII";"G8S";280;0,89;189;0,92;"69%";124,4;"26%";22;-7
"2418";"VaxeiOsu";"FWE";150;0,89;197,6;0,93;"69%";124,6;"23%";20;-1
"2419";"Bunnyhuh";"Team";875;0,89;195,1;0,87;"68%";130,8;"17%";28;-31
"2420";"nk4y";"GG";1127;0,89;203,7;0,88;"66%";133,7;"30%";30;7
"2421";"Volte";"AllS";184;0,89;173,7;0,78;"69%";106,5;"17%";18;-5
"2422";"bazix";"SOL";1255;0,89;206,7;0,89;"66%";134,1;"18%";28;-25
"2423";"MissLaia";"Case";959;0,89;176,5;0,85;"68%";113,3;"22%";25;-43
"2424";"leonzhet";"AK";1084;0,89;179,4;0,83;"69%";116,7;"21%";23;-9
"2425";"Nariel";"BBL.Q";558;0,89;174,9;0,82;"65%";118,8;"28%";25;-1
"2426";"NANZIN";"SH";1430;0,89;185,7;0,9;"68%";123,9;"31%";28;-12
"2427";"chanformer";"GOOD";878;0,89;187,2;0,9;"66%";121,3;"22%";25;-32
"2428";"astr0";"WS";758;0,89;177,7;0,88;"69%";120,6;"30%";23;-13
"2429";"Nyw";"7TH";332;0,89;176,2;0,87;"65%";118,2;"26%";20;-3
"2430";"mengas";"RST";345;0,89;179,7;0,82;"71%";118,5;"30%";24;-7
"2431";"luk";"TBK";1452;0,89;164,3;0,84;"70%";106,5;"20%";25;-19
"2432";"reN";"FTL";425;0,89;180,6;0,86;"67%";123,5;"28%";25;-7
"2433";"kAzoo";"YLA";1647;0,89;200,2;0,9;"67%";130,2;"30%";31;-57
"2434";"Medusa";"VGA";254;0,89;187,3;0,75;"60%";125,7;"29%";20;-10
"2435";"Pepper";"DNG";735;0,89;194,4;0,96;"68%";124,9;"18%";23;-23
"2436";"Xenoo";"X10";876;0,89;194,8;0,81;"68%";128,2;"22%";23;-4
"2437";"TheNightChe";"TOA";1704;0,89;206,6;0,97;"67%";134,2;"32%";38;-35
"2438";"steph";"T1A";1806;0,89;187,9;0,89;"67%";129,6;"29%";38;-19
"2439";"Kozok";"kokp";397;0,89;185,6;0,84;"67%";122,9;"23%";22;0
"2440";"ryann";"GHST";2789;0,89;169,1;0,85;"71%";110,9;"27%";35;-51
"2441";"E5N";"010";876;0,89;182,3;0,85;"68%";128;"29%";26;-12
"2442";"wzL";"Vamm";418;0,89;203,5;0,88;"63%";131,8;"25%";21;2
"2443";"mystic";"DNG";364;0,89;216,4;0,99;"58%";140,3;"28%";25;5
"2444";"zill";"TLP";857;0,89;184,8;0,83;"65%";125;"22%";26;-22
"2445";"MAJ3R";"DA";181;0,89;192,3;0,85;"66%";126,1;"23%";22;-3
"2446";"Myanthia";"FWS";189;0,89;172,3;0,82;"69%";114,8;"32%";19;10
"2447";"IkE";"SPRX";430;0,89;186,3;0,87;"71%";122,4;"28%";20;5
"2448";"Cahm";"K10";336;0,89;192,7;0,89;"69%";117,8;"28%";22;-13
"2449";"FRESH";"Anyw";835;0,89;186,6;0,91;"70%";123,6;"23%";25;-20
"2450";"flainzz";"SH";1576;0,89;181,6;0,92;"68%";116,6;"22%";26;-17
"2451";"buzlumuzlusut";"IWC";552;0,89;189,9;0,92;"69%";122,6;"28%";24;-12
"2452";"jvhz";"AK";164;0,89;206,7;0,84;"67%";147,1;"28%";30;-12
"2453";"SHINSEI";"BLD";124;0,89;210,8;0,94;"59%";137;"28%";22;-14
"2454";"madel";"DEWA";345;0,89;175,6;0,85;"66%";115,6;"22%";19;-8
"2455";"Keiti";"C9W";377;0,89;229,9;1,08;"67%";170,5;"28%";35;11
"2456";"YiHao";"KONE";1129;0,89;181,6;0,9;"71%";117,5;"26%";24;-7
"2457";"nanah";"MET";165;0,89;187,6;0,87;"70%";123,9;"30%";28;4
"2458";"SAFA";"Rugr";588;0,89;192,1;0,82;"69%";124,3;"17%";30;-19
"2459";"aleksi";"Roge";1127;0,89;187,5;0,84;"64%";124,7;"21%";29;-28
"2460";"kaya";"Tact";461;0,89;192,3;0,92;"67%";127,8;"30%";26;11
"2461";"ADRENALINE";"Team";3029;0,89;169,2;0,79;"69%";115,1;"22%";23;-30
"2462";"Tenshi";"IGW";87;0,89;194,5;0,93;"70%";130,8;"30%";27;3
"2463";"solo";"DK";1658;0,89;182,5;0,89;"68%";117,7;"22%";22;-27
"2464";"raedyn";"ELV";59;0,89;200,7;0,92;"58%";128,8;"19%";24;-2
"2465";"jelii";"FLUX";386;0,89;179,2;0,84;"67%";116,8;"14%";27;0
"2466";"Interbel";"Devi";286;0,89;183,8;0,81;"66%";123,4;"17%";21;-5
"2467";"tie";"sqn";1231;0,89;163,6;0,81;"70%";108,2;"29%";24;-31
"2468";"3nable";"AE";1442;0,89;176,6;0,93;"67%";114,9;"30%";27;7
"2469";"Antnox";"SKC";195;0,89;165,5;0,75;"70%";115,6;"16%";18;-6
"2470";"firmz";"VRTX";477;0,89;203,6;0,86;"65%";134,7;"27%";21;4
"2471";"snchq";"EG";93;0,89;195,4;0,92;"68%";129,2;"27%";20;-4
"2472";"Lemming";"M5";1049;0,89;188,2;0,88;"68%";124;"25%";27;2
"2473";"Sparkle";"CE";1021;0,89;215,9;0,98;"63%";135,5;"25%";32;-25
"2474";"Fat";"Penguin
																			MRP";1814;0,89;177,3;0,9;"71%";111,8;"19%";24;-49
"2475";"Zebroe";"Proj";1053;0,89;189,7;0,91;"66%";126,9;"25%";26;0
"2476";"cmtJ";"hPw";402;0,89;178,4;0,85;"67%";110,3;"24%";21;-11
"2477";"KUNDIKUNDI";"BIG";1013;0,89;174,1;0,81;"67%";113,7;"22%";29;-26
"2478";"LvcAss";"FG";140;0,89;224,3;0,88;"64%";139,6;"27%";20;-1
"2479";"Ichhhiro";"368";358;0,89;178,2;0,84;"68%";115;"18%";25;-12
"2480";"Hermes";"HM";438;0,89;191,3;0,86;"69%";124,7;"23%";23;13
"2481";"TeddyIsFluffy";"Geor";288;0,89;193,5;0,83;"61%";126,6;"18%";23;-12
"2482";"pannshi";"MIBR.F";468;0,89;176,2;0,82;"69%";113,6;"22%";25;-3
"2483";"lule";"BD.FE";809;0,89;211,8;0,94;"65%";141,3;"21%";36;-16
"2484";"Slap";"FXG";94;0,89;173,8;0,81;"69%";116,1;"30%";20;-2
"2485";"envy";"SMF";1193;0,89;211,7;0,95;"64%";138,2;"38%";27;-17
"2486";"ezzy";"Medal";2753;0,89;196,6;0,9;"65%";127,9;"30%";34;15
"2487";"CLINT";"PS";131;0,89;188,6;0,84;"72%";117,6;"20%";25;-7
"2488";"Gunner";"BVD";364;0,89;190,1;0,88;"64%";123,9;"24%";22;-8
"2489";"Nay";"ARF";1971;0,89;203,2;0,9;"68%";133;"26%";33;27
"2490";"FeitaL";"SPX";651;0,89;166,7;0,8;"67%";112,7;"18%";24;-5
"2491";"M4sh";"EVA";52;0,89;212,7;0,77;"53%";146,4;"20%";19;0
"2492";"Vbbooy";"VMS";1212;0,89;198,9;0,84;"68%";131,4;"21%";30;-41
"2493";"LowaN";"VMS";1269;0,89;192,9;0,88;"67%";123,3;"25%";30;-23
"2494";"ChurmZ";"CD";6711;0,89;180,1;0,83;"67%";118,9;"20%";29;-100
"2495";"emilz";"eluk";1068;0,89;170,9;0,83;"70%";112,9;"20%";24;-16
"2496";"Draven";"PRL";432;0,89;181,8;0,81;"66%";120,7;"22%";21;-7
"2497";"pietola";"Wint";448;0,89;176;0,87;"68%";117,6;"24%";21;-15
"2498";"Tempo";"Nood";84;0,89;206,8;0,9;"70%";139,3;"30%";21;-2
"2499";"jacobin";"ODK";1645;0,89;174,9;0,87;"69%";112,1;"24%";27;-25
"2500";"Ginilson";"Proj";330;0,89;195,3;0,91;"70%";127,4;"24%";29;2
"2501";"Scylla";"UBI";196;0,89;178,2;0,8;"67%";109,9;"27%";19;1
"2502";"caders";"CD";2268;0,89;180;0,86;"70%";118,4;"28%";29;-44
"2503";"AAK";"Toe";1239;0,89;190;0,88;"67%";122,7;"26%";31;8
"2504";"Ltomlee";"OINK";683;0,89;194,4;0,93;"67%";131,8;"26%";34;-27
"2505";"Ex6TenZ";"NIP";1378;0,89;174;0,85;"69%";109,5;"24%";27;-25
"2506";"Phatt";"UCAM";1769;0,89;171,3;0,85;"68%";113,9;"24%";27;-58
"2507";"Alec";"Temp";138;0,89;197,3;0,83;"64%";131,5;"25%";22;1
"2508";"Complex";"SOL";1603;0,89;189,4;0,85;"65%";125,4;"24%";29;-43
"2509";"kev";"AI";2872;0,89;207;0,9;"67%";133,8;"20%";31;0
"2510";"dsr";"PK";1371;0,89;186,4;0,87;"69%";120,3;"25%";36;-19
"2511";"Huston";"Team";1546;0,89;184;0,82;"66%";124,3;"18%";31;-72
"2512";"uNKOE";"EP";972;0,89;177,6;0,88;"68%";113,4;"23%";30;-25
"2513";"mikigoalie";"Vx3";1210;0,89;218,2;1,02;"64%";137,3;"19%";26;14
"2514";"MelHssn";"FRA";70;0,89;234,8;0,95;"69%";142,5;"21%";25;2
"2515";"SACHAAAAA";"HKB";134;0,88;210,4;0,85;"65%";145,3;"25%";19;-1
"2516";"Marsh";"CD";1091;0,88;187,9;0,86;"70%";122,8;"20%";27;-3
"2517";"Ebeeee";"UAE";1409;0,88;179,1;0,85;"69%";114,1;"21%";25;-30
"2518";"Byron";"YTR";353;0,88;178,2;0,84;"64%";116,8;"26%";25;-4
"2519";"RIPablo";"IGZ";900;0,88;169,3;0,82;"71%";115,5;"23%";25;9
"2520";"ItsRubii";"Ramb";63;0,88;207,7;0,85;"62%";127,4;"31%";19;-2
"2521";"Kasche1x";"Ecle";548;0,88;189,3;0,93;"65%";128,1;"27%";31;-18
"2522";"madDoqu";"Vx3";593;0,88;183,9;0,86;"63%";122,4;"25%";24;-19
"2523";"fra";"ODK";2188;0,88;169,8;0,84;"68%";107,1;"22%";23;-21
"2524";"stee";"RG";846;0,88;197;0,91;"64%";130;"26%";32;-41
"2525";"iBrocky";"KRAKEN";95;0,88;203,6;0,84;"71%";140,8;"28%";17;4
"2526";"furq";"DLWZK";521;0,88;191,9;0,87;"66%";128,7;"27%";23;-18
"2527";"Lil";"WAVE";653;0,88;176,6;0,89;"68%";118;"27%";25;-8
"2528";"kev1n";"WAVE";463;0,88;221,8;0,97;"63%";149,9;"24%";29;12
"2529";"bm1";"Prof";573;0,88;177,9;0,84;"66%";115,7;"22%";21;-27
"2530";"Ds";"OLDT";1444;0,88;173,9;0,81;"68%";114,4;"22%";34;-17
"2531";"wondermaN";"PJC";463;0,88;175,1;0,8;"67%";120,5;"34%";21;-1
"2532";"wiffi";"FG";121;0,88;195,5;0,89;"67%";131,3;"25%";21;12
"2533";"FNS";"NRG";6176;0,88;173,8;0,86;"68%";114,5;"20%";23;-74
"2534";"starriebun";"XSET.P";1790;0,88;184,9;0,85;"69%";123,7;"21%";24;-45
"2535";"Turbo";"Aeon";79;0,88;216,5;0,94;"61%";137;"34%";24;-4
"2536";"mo3f";"UBT";1137;0,88;197,5;0,9;"66%";128;"27%";27;-9
"2537";"TORANECO";"SZ";865;0,88;186,6;0,86;"69%";125,4;"21%";30;-2
"2538";"mikeysnipey";"Foxy";491;0,88;167,4;0,8;"70%";114,2;"31%";22;-9
"2539";"Tuna";"MENA";570;0,88;176,5;0,87;"68%";115,6;"27%";21;-12
"2540";"strixx";"S8UL";1146;0,88;209;0,9;"64%";135,1;"23%";31;2
"2541";"taraN";"PLRN";125;0,88;174,5;0,74;"60%";109,4;"19%";17;0
"2542";"glovee";"GAL";2081;0,88;170,4;0,85;"69%";111,8;"26%";23;-38
"2543";"SyKo";"OE";106;0,88;185,6;0,89;"66%";120,1;"38%";23;0
"2544";"nateflix";"SRD";195;0,88;174,1;0,8;"65%";120,7;"21%";21;-2
"2545";"ruffian";"DP";327;0,88;176;0,84;"69%";118,8;"39%";26;-8
"2546";"FabbiN";"Mack";218;0,88;208,6;0,87;"72%";138,1;"18%";25;-4
"2547";"4qu1la";"HX";140;0,88;179,9;0,77;"62%";119,9;"36%";19;-7
"2548";"KanT";"AM";484;0,88;177,2;0,8;"72%";117,3;"19%";20;0
"2549";"Fasthandy";"nmDM";102;0,88;168,6;0,77;"77%";110;"22%";15;-3
"2550";"Goliathz";"XTM";161;0,88;203,1;0,87;"63%";129,9;"18%";22;-13
"2551";"Ayyzicle";"Cryp";265;0,88;194,5;0,94;"67%";132,6;"32%";22;6
"2552";"Muddy";"DawN";121;0,88;215,7;0,88;"69%";143,9;"19%";22;-7
"2553";"wkd04";"X13";105;0,88;184,2;0,85;"65%";125;"26%";21;1
"2554";"b0ssy";"C9A";3585;0,88;201,6;0,86;"67%";129,9;"23%";25;-143
"2555";"wrong";"TR";1230;0,88;185,7;0,85;"66%";122,8;"23%";29;-32
"2556";"UndeadXP";"NOM.JR";651;0,88;176,4;0,82;"67%";115,3;"30%";21;-6
"2557";"sword9";"KONE";1240;0,88;162,1;0,84;"70%";103,5;"22%";25;-39
"2558";"Babyblue";"GA";580;0,88;194,8;0,9;"67%";127,4;"27%";29;-19
"2559";"mcnuggets";"MRS";217;0,88;189,2;0,88;"71%";127,4;"18%";20;1
"2560";"hyjinx";"TK A";2408;0,88;204,9;0,91;"65%";130,1;"26%";37;-38
"2561";"Mendo";"Prospects";78;0,88;199,5;0,83;"69%";123,4;"20%";18;-3
"2562";"ChromnZ";"uG";271;0,88;223;0,87;"63%";150,2;"14%";31;0
"2563";"Nomama";"Ka4";95;0,88;211,3;0,77;"60%";136,1;"15%";19;-1
"2564";"drago";"SH";1750;0,88;184,3;0,9;"70%";118,3;"20%";25;5
"2565";"barce";"ZETA";1358;0,88;178;0,98;"70%";114,8;"24%";30;-1
"2566";"Slash";"CHU";543;0,88;172,2;0,84;"60%";114,6;"24%";28;-3
"2567";"rexxtoned";"Oxuj";480;0,88;193,3;0,88;"67%";126,4;"34%";22;1
"2568";"ableJ";"FUR";610;0,88;167,7;0,83;"68%";112,4;"22%";21;-9
"2569";"Layla";"BAAM";1499;0,88;202;0,91;"66%";131,4;"25%";32;-30
"2570";"splinter";"NOM.JR";683;0,88;205,1;0,89;"63%";128,2;"23%";34;-17
"2571";"bRAAHH";"GMT";514;0,88;169,6;0,82;"68%";107;"28%";20;-14
"2572";"alfin";"AVM";299;0,88;174,7;0,87;"63%";112,7;"12%";17;-5
"2573";"Noomi";"G.G";193;0,88;208,4;1,03;"70%";121;"20%";28;10
"2574";"amidib";"TC";1056;0,88;176;0,89;"64%";116,8;"24%";23;-25
"2575";"MORFAN";"NOM";790;0,88;191,4;0,91;"65%";124,9;"21%";24;6
"2576";"Desiree";"ITB.P";296;0,88;165,4;0,81;"65%";112,8;"26%";23;-2
"2577";"xcool";"X10";684;0,88;177,2;0,86;"67%";112,5;"28%";21;-9
"2578";"Leon";"CGN";1437;0,88;165,7;0,8;"69%";111,3;"23%";24;-17
"2579";"kero";"BBL";1525;0,88;167,2;0,78;"72%";111,2;"24%";30;-49
"2580";"Maddie";"GX3";1295;0,88;204,9;0,86;"68%";133,8;"24%";28;-51
"2581";"Tiki";"DR";55;0,88;200,7;0,79;"68%";134,9;"15%";18;-4
"2582";"Aclx";"LJG";621;0,88;205,1;0,81;"66%";135,9;"19%";25;-9
"2583";"kay";"Sanr";1034;0,88;190,2;0,87;"66%";127;"27%";30;-22
"2584";"Kosmos";"M5";408;0,88;161,5;0,73;"68%";104,6;"30%";21;-17
"2585";"sogo";"Valo";1250;0,88;204,1;0,88;"63%";134,9;"20%";28;-11
"2586";"Noku";"3VN";130;0,88;210,4;0,84;"59%";130,1;"28%";17;-5
"2587";"RoaN";"SNX";323;0,88;182,7;0,85;"67%";122,4;"19%";23;-16
"2588";"hybrid";"IWC";651;0,88;179,2;0,87;"65%";118,5;"28%";25;-7
"2589";"Lumo";"EVA";56;0,88;198;0,87;"73%";129,5;"30%";24;2
"2590";"Sergio";"Kitchens";388;0,88;167,6;0,82;"68%";115,6;"21%";20;-5
"2591";"Rexs";"GG";649;0,88;186,4;0,86;"67%";121,3;"31%";24;-22
"2592";"Annie";"Case";631;0,88;182,7;0,88;"66%";121,9;"26%";25;11
"2593";"Fluke";"Mc";125;0,88;188,2;0,87;"68%";127,8;"23%";25;-4
"2594";"NaS";"NSR";160;0,88;211;0,86;"64%";141,5;"25%";23;-4
"2595";"giacomiN";"TBK";1309;0,88;175,9;0,86;"68%";118,3;"27%";25;12
"2596";"Minimise";"BONK";2126;0,88;186,5;0,86;"67%";121,8;"21%";29;-75
"2597";"BeYours";"TA";193;0,88;173,4;0,85;"69%";113,5;"23%";22;1
"2598";"graphix";"IVY";281;0,88;179,5;0,7;"63%";114,7;"26%";20;-14
"2599";"lya";"cher";306;0,88;180,9;0,81;"66%";118,2;"20%";17;-5
"2600";"ratatoulyse";"SMG";324;0,88;197,9;0,86;"63%";140,2;"27%";27;-8
"2601";"Jamie";"We D";464;0,88;183,9;0,84;"68%";117;"20%";20;-7
"2602";"Hasaa";"SMP";1715;0,88;179;0,87;"68%";118;"27%";31;-27
"2603";"Jiex";"UP.F";908;0,88;193,6;0,89;"68%";127,9;"27%";24;-41
"2604";"Tuli";"9z";781;0,88;211,2;0,87;"62%";140;"23%";27;-41
"2605";"zhar";"Hike";1418;0,88;181,5;0,86;"66%";116,9;"23%";24;-30
"2606";"Shora";"zest";267;0,88;193,5;0,82;"63%";132,2;"23%";19;-11
"2607";"nmutuA";"SMF";2056;0,88;165,7;0,8;"68%";110,4;"30%";23;-35
"2608";"Roop";"TSI";63;0,88;177,3;0,85;"68%";115,9;"19%";17;1
"2609";"Waaalty";"K10";274;0,88;186,8;0,86;"66%";124,2;"31%";26;-4
"2610";"Moechilla";"STORM";2394;0,88;175,6;0,83;"67%";115,6;"24%";23;-31
"2611";"Shazeon";"CGN";1703;0,88;181,6;0,86;"67%";123;"26%";31;-32
"2612";"Akira";"EGN";397;0,88;181,7;0,86;"66%";122,4;"33%";25;-16
"2613";"LeeoLoos";"REiG";348;0,88;174;0,81;"68%";115,9;"27%";20;-7
"2614";"s4id";"325";1093;0,88;192,9;0,86;"65%";122,5;"23%";34;-62
"2615";"daiK";"FC";1997;0,88;202,9;0,84;"66%";133,7;"16%";25;-58
"2616";"Insane";"WAY";802;0,88;176,9;0,8;"68%";121,6;"23%";31;-15
"2617";"Pixelzz";"RGE";2219;0,88;180,4;0,85;"66%";118,1;"25%";27;-71
"2618";"Bawn";"TR";2162;0,88;194,8;0,85;"64%";133,3;"25%";28;-45
"2619";"ShoukR";"BBGA";1753;0,88;193,8;0,88;"65%";126,9;"29%";28;-3
"2620";"bnwyarb";"XIA";386;0,88;182,2;0,82;"68%";112,9;"16%";28;-10
"2621";"NeXie";"VCTR";287;0,88;201,4;0,88;"64%";126,8;"18%";22;4
"2622";"m1tez";"GAL";2935;0,88;205,2;0,95;"66%";130,3;"33%";34;-15
"2623";"10X";"E36";1674;0,88;187,5;0,91;"67%";121,9;"24%";24;-28
"2624";"cataLina";"XL.GC";460;0,88;189,3;0,9;"67%";125,7;"25%";31;-8
"2625";"lekyy";"NPB";112;0,88;199,2;0,79;"63%";129,8;"28%";25;-9
"2626";"Awkua";"Proj";3727;0,88;179,8;0,83;"68%";118,2;"24%";26;-142
"2627";"waifu";"AKV";148;0,88;205,4;0,93;"64%";139,8;"29%";29;2
"2628";"9er";"Carl";140;0,88;178,3;0,97;"67%";115,1;"29%";21;-5
"2629";"Reptar";"TSM.X";202;0,88;190,8;0,86;"71%";128,2;"24%";22;4
"2630";"Mashmello";"DAYN";216;0,88;191,5;0,9;"65%";123,7;"24%";22;3
"2631";"Tak1";"Rise";1491;0,88;171,9;0,81;"70%";114,5;"19%";30;-30
"2632";"maithority";"UYU";552;0,88;179,1;0,8;"66%";117,8;"23%";21;-3
"2633";"Sway";"Coul";858;0,88;204,2;0,9;"64%";131,1;"21%";29;-24
"2634";"diaamond";"SOR";755;0,88;181,4;0,83;"69%";118,1;"22%";23;15
"2635";"Guardy";"KPI";874;0,88;188,8;0,83;"68%";125,6;"28%";29;-40
"2636";"mikshak";"Hype";760;0,88;181,1;0,88;"66%";122;"27%";24;-10
"2637";"Puffy";"ITB.P";386;0,88;187,5;0,82;"66%";130,8;"23%";23;0
"2638";"Marky";"TGH";85;0,88;215,3;0,9;"60%";140,6;"25%";20;-3
"2639";"truk";"We D";520;0,88;191,8;0,83;"67%";131,5;"26%";32;-15
"2640";"cowffee";"FG";196;0,88;167,5;0,83;"69%";103,5;"26%";21;-5
"2641";"Liz";"PING";591;0,88;167,4;0,79;"68%";116,1;"26%";23;-4
"2642";"tellfeenzo";"Team";806;0,88;204,6;0,88;"63%";133,8;"25%";26;-8
"2643";"Sympul";"ex-R5";935;0,88;174,3;0,83;"67%";117,8;"26%";24;-22
"2644";"Cartier";"L9";210;0,88;197,8;0,89;"62%";126,3;"22%";22;-2
"2645";"66J";"TFT";929;0,88;189,1;0,85;"65%";132,7;"23%";38;-19
"2646";"Zez0h";"Drag";72;0,88;196,3;0,72;"68%";124,5;"26%";16;1
"2647";"maz";"PRDX";117;0,88;194,8;0,94;"67%";125,4;"18%";18;1
"2648";"HIA";"CD";1328;0,88;207,3;0,92;"63%";139,3;"25%";31;-37
"2649";"Subiboo";"DPC";250;0,88;184,2;0,92;"64%";128,1;"20%";24;-1
"2650";"JoBa";"DNAD";2385;0,88;178,4;0,86;"67%";118,7;"21%";25;-69
"2651";"z7eus";"EnRo";785;0,88;179,8;0,84;"68%";117,5;"27%";30;-25
"2652";"DiMAS";"OIP";1374;0,88;184,5;0,87;"65%";123,7;"28%";28;-19
"2653";"roza";"XLE";269;0,88;225,8;0,92;"72%";145,2;"27%";20;-2
"2654";"MattZ";"New";728;0,88;204,1;0,91;"63%";135,7;"29%";33;-13
"2655";"Morgausse";"N8V";2543;0,88;184,1;0,84;"66%";123;"18%";25;-24
"2656";"Miiizzy";"Intr";253;0,88;220,5;0,89;"61%";145,1;"21%";23;-3
"2657";"doAm";"WYG";836;0,88;175,7;0,8;"69%";113,7;"22%";29;-21
"2658";"F4INT";"Peep";556;0,88;199,1;0,87;"71%";133;"19%";27;-13
"2659";"Chainyz";"PLM";1330;0,88;181,9;0,85;"69%";115,8;"18%";23;-54
"2660";"MTE";"DRM";56;0,88;225,7;0,88;"59%";147,9;"15%";15;3
"2661";"psyc0";"MLC";468;0,88;196,7;0,81;"67%";129,6;"19%";23;13
"2662";"Basma";"FLC.V";188;0,88;158,1;0,82;"67%";104;"26%";24;-1
"2663";"Thigwrb";"Elys";1394;0,88;193;0,86;"66%";130,4;"23%";24;-32
"2664";"Marin";"CSE";258;0,88;174;0,82;"67%";114,6;"28%";21;-9
"2665";"cjh";"GG";93;0,88;208,6;0,83;"70%";135,3;"25%";16;-1
"2666";"Felix";"DSP";1026;0,88;164,3;0,81;"70%";111,2;"21%";35;-30
"2667";"Gcxxi";"AOE";720;0,88;195,6;0,9;"62%";129,8;"24%";29;-27
"2668";"bishop";"BIG";1547;0,88;172,8;0,8;"66%";113;"23%";26;-57
"2669";"kenobi";"Z10";2445;0,88;177,6;0,85;"68%";117;"28%";25;-35
"2670";"EDiMkAtaNa";"FF";83;0,88;167,4;0,75;"67%";117,8;"20%";17;3
"2671";"Chwepes";"MJY";382;0,88;186,8;0,88;"66%";120,5;"24%";24;3
"2672";"BRLE";"KMK";103;0,88;189,6;0,84;"66%";123,6;"34%";20;-1
"2673";"Add3r";"DNAD";4496;0,88;189,5;0,85;"65%";124,9;"26%";27;-144
"2674";"puggy";"NÖF";867;0,88;183,3;0,81;"67%";125,6;"24%";32;-9
"2675";"celinett";"B4A";954;0,88;174,7;0,84;"70%";117,2;"18%";23;-38
"2676";"Ckanic";"GGO";270;0,88;180,8;0,85;"69%";120,7;"29%";20;-8
"2677";"womGrath";"NXL";181;0,88;174,6;0,8;"59%";120,5;"30%";18;-6
"2678";"Piniu";"INFX";170;0,88;159,8;0,74;"60%";109,6;"27%";21;-5
"2679";"Ghost";"Balk";177;0,88;184,6;0,74;"54%";122,3;"21%";14;-12
"2680";"Kero";"BVD";521;0,88;176,7;0,8;"67%";113,6;"26%";21;-3
"2681";"citrous";"No C";165;0,88;175,4;0,83;"58%";107,6;"25%";17;-3
"2682";"pepa";"Seal";1623;0,88;200,2;0,91;"68%";131,6;"24%";26;-5
"2683";"IamKimyy";"FG";75;0,88;215;0,84;"59%";138,6;"15%";19;1
"2684";"Alejo";"Vi4";1815;0,88;169,8;0,89;"70%";109,9;"19%";23;-31
"2685";"sens3i";"LE";1111;0,88;195,2;0,88;"64%";128,3;"26%";31;-5
"2686";"Kuaresma";"Elys";2025;0,88;178,7;0,83;"66%";120,1;"22%";24;-21
"2687";"Dynasty";"SYN";1450;0,87;179;0,82;"66%";120,3;"20%";27;-45
"2688";"Fatiiiih";"WYL";689;0,87;186,2;0,81;"66%";127,4;"26%";21;-21
"2689";"Faceroll";"CGN";449;0,87;178,9;0,8;"65%";115,6;"21%";22;-8
"2690";"req";"IluZ";283;0,87;207,5;0,99;"62%";140,8;"36%";40;-11
"2691";"Belyaks1";"KMK";886;0,87;188;0,79;"66%";122,6;"23%";22;-27
"2692";"mikee";"VALK";308;0,87;193,9;0,84;"67%";133,7;"27%";27;-24
"2693";"Unbreakable";"EnRo";335;0,87;175,9;0,84;"67%";115,7;"25%";22;-10
"2694";"maOu";"FA";63;0,87;163;0,64;"56%";101,6;"18%";11;0
"2695";"Serving";"RID";837;0,87;191,7;0,88;"66%";125,4;"21%";26;-7
"2696";"SmokeA";"WS";879;0,87;179,3;0,83;"62%";117,7;"26%";24;-17
"2697";"Dawn";"WYL";1385;0,87;176,5;0,86;"65%";118,3;"31%";22;-13
"2698";"Raye";"Exodus";261;0,87;189,2;0,86;"63%";138,8;"25%";23;-12
