"";"Player";"Team";"Rnd";"R";"ACS";"K:D";"KAST";"ADR";"HS%";"KMax";"IK"
"311";"EJAY";"RRQ";1862;1,07;236,7;1,15;"71%";149;"24%";37;75
"312";"ntk";"UNION";3784;1,07;216,3;1,04;"72%";140,7;"19%";28;10
"313";"Twisten";"VIT";2937;1,07;239,7;1,12;"70%";155,1;"25%";32;102
"314";"minhos";"Team";94;1,07;214,5;1,08;"71%";146,5;"24%";20;2
"315";"BerserX";"BME";4686;1,07;236,1;1,17;"72%";145,9;"23%";35;121
"316";"bella";"AGP";332;1,07;228,4;1,15;"68%";147,1;"26%";25;12
"317";"Loop";"KRS";163;1,07;235,4;1,2;"71%";159,9;"34%";34;6
"318";"Karl";"AKO";1467;1,07;205,7;1,08;"74%";135,8;"25%";34;19
"319";"Xeunayy";"NYB.F";84;1,07;215;1,15;"70%";139;"29%";23;0
"320";"ninim";"WC";1538;1,07;245,9;1,16;"70%";154;"22%";34;74
"321";"Vera";"LVR";1492;1,07;245,1;1,11;"71%";160,2;"25%";36;58
"322";"Surf";"XIA";2265;1,07;233,2;1,16;"70%";147,7;"24%";34;87
"323";"Hiko";"100T";3759;1,07;187,8;1,08;"74%";126,6;"25%";29;9
"324";"rachell";"TEN.N";344;1,07;197,5;1;"78%";132,6;"17%";21;-4
"325";"Will";"100T";5324;1,07;232;1,12;"71%";146,1;"17%";35;79
"326";"Egoist";"SMG";2195;1,07;229,7;1,26;"74%";144,2;"21%";33;38
"327";"GianSanity";"AEP";1283;1,07;241,3;1,14;"69%";153;"22%";36;45
"328";"aproto";"G/B";4524;1,07;203,7;1,06;"75%";129,7;"38%";38;32
"329";"DubsteP";"TS";4134;1,07;230,5;1,15;"70%";146,8;"26%";38;99
"330";"moose";"SR";4223;1,07;200;1,05;"73%";131,9;"24%";27;16
"331";"fl1pzjder";"RRQ";4843;1,07;227,8;1,1;"71%";143,7;"28%";30;117
"332";"Enzo";"FNC";4687;1,07;197,5;1,02;"74%";133,4;"21%";32;33
"333";"Haxtrax";"LAND";1698;1,07;228,4;1,12;"68%";149,4;"26%";36;12
"334";"Addicted";"RBLS";1738;1,07;195,5;1,05;"74%";131,3;"26%";28;4
"335";"Estrella";"DK";376;1,07;207,3;1,11;"69%";138,1;"30%";27;-1
"336";"Minny";"EP";1002;1,07;219,2;1,17;"70%";142,2;"29%";29;8
"337";"Crewen";"FF.Y";235;1,07;209,2;1,13;"73%";144,7;"32%";30;3
"338";"stimx";"BeeN";1358;1,07;230;1,07;"69%";148,5;"19%";29;3
"339";"Asuna";"100T";6289;1,07;236;1,04;"73%";151,5;"21%";48;57
"340";"Polvi";"MAD";3808;1,07;235,9;1,07;"70%";149,6;"20%";30;10
"341";"Killu";"VMS";1625;1,06;210,2;1,08;"69%";136,2;"27%";33;52
"342";"brk";"ORO";210;1,06;245;1,09;"72%";146,5;"18%";28;12
"343";"ShahZaM";"Team";6333;1,06;208,7;1,11;"73%";131,9;"23%";34;141
"344";"zAAz";"G2.G";1299;1,06;196;1,11;"75%";130,5;"30%";29;16
"345";"xprt";"NA";1119;1,06;176;1;"74%";115,9;"27%";24;-10
"346";"frutta";"Team";193;1,06;205;0,94;"73%";127,6;"25%";22;-2
"347";"junglew0w";"FC";1828;1,06;196,5;1,07;"72%";130,1;"22%";27;5
"348";"jcrueL";"Scoo";5359;1,06;224,1;1,15;"70%";139,5;"19%";34;258
"349";"MiniBoo";"CASE";1422;1,06;220,7;1,09;"69%";140;"31%";27;47
"350";"Quv3n";"Oxuj";687;1,06;222;1,2;"67%";139,9;"24%";26;16
"351";"killax";"ZINK";698;1,06;200;0,96;"72%";132,4;"20%";26;5
"352";"SugarZ3ro";"ZETA";2099;1,06;197,1;1,07;"74%";129,4;"27%";29;-29
"353";"Chloee";"LEV.F";145;1,06;266,6;1,1;"72%";167;"19%";22;3
"354";"hyeoni";"DK";377;1,06;219;1,15;"73%";139,2;"35%";31;-3
"355";"Has1ra14";"CNJ";888;1,06;216,7;1,1;"71%";139;"21%";26;5
"356";"signed";"BOBO";2488;1,06;190,6;1,05;"75%";124,6;"23%";31;3
"357";"sibeastw0w";"NSR";1043;1,06;238,8;1,07;"68%";152,5;"27%";32;35
"358";"Mojer";"NS";1064;1,06;234,6;1,07;"69%";154;"24%";34;5
"359";"zander";"V1";4208;1,06;199;1,04;"74%";128,4;"25%";33;4
"360";"Shyy";"LEV";942;1,06;196,7;1,05;"73%";123,1;"26%";28;-12
"361";"TS";"GEN";2449;1,06;201,8;1,03;"74%";130,1;"22%";30;24
"362";"Mo1sesGOD";"SRD";65;1,06;194;1;"69%";122,4;"26%";19;-1
"363";"Shyfty";"AREA";152;1,06;169,3;0,89;"74%";120,3;"23%";17;-3
"364";"SpYzera";"FLC";2823;1,06;210,6;1,08;"74%";137,4;"24%";31;12
"365";"Jesse";"GIA";2506;1,06;214,2;1,05;"73%";140,8;"28%";33;8
"366";"starxo";"ACE";3696;1,06;204;1,08;"72%";128,1;"24%";34;24
"367";"ANDROID";"NRG";3900;1,06;229,8;1,16;"73%";147,7;"28%";38;68
"368";"Eidolon";"USC";104;1,06;213;1,04;"81%";142,7;"25%";18;1
"369";"zeek";"TH";3514;1,06;225,6;1,14;"73%";142,4;"20%";33;54
"370";"Foxy9";"DRX";625;1,06;247,6;1,13;"71%";155,3;"25%";31;45
"371";"Sayaplayer";"T1";3297;1,06;221,6;1,12;"71%";142,2;"26%";30;71
"372";"diseased";"B8";708;1,06;209,4;1,08;"70%";135,7;"27%";28;8
"373";"mitch";"C9";5750;1,06;205,6;1,06;"73%";132;"18%";30;144
"374";"ISSAA";"YLA";713;1,06;218,4;1,15;"67%";138,8;"23%";29;26
"375";"Tian";"Ramb";2586;1,06;239,3;1,18;"67%";146,7;"29%";37;96
"376";"them1s";"KFLR";332;1,06;194,6;1,09;"75%";123,5;"25%";24;2
"377";"mw1";"VLT";2329;1,06;236,7;1,11;"71%";144,6;"25%";34;49
"378";"blaZek1ng";"BME";4953;1,06;205;1,08;"72%";134;"27%";30;12
"379";"THIS";"DAT SPLAAAH";69;1,06;220,7;1,08;"75%";142,6;"46%";19;1
"380";"Pa1nt";"Team";514;1,06;247,3;1,1;"64%";158,4;"24%";30;0
"381";"feqew";"LPCN";3665;1,06;221,9;1,11;"70%";140,4;"25%";36;91
"382";"2ge";"RRQ";2201;1,06;201;1,05;"72%";128,7;"24%";28;-20
"383";"H1yaA";"LH";487;1,06;198,8;0,96;"73%";131,5;"16%";21;0
"384";"cath";"TSM.X";2037;1,06;215,3;1,06;"73%";140,2;"22%";29;13
"385";"Zoe";"MSF";2334;1,06;219,4;1,09;"71%";144;"20%";30;4
"386";"Rb";"DRX";3737;1,06;222,7;1,17;"73%";138;"24%";36;76
"387";"Yeji";"EQ C";178;1,06;217,1;1,02;"62%";145,2;"23%";24;0
"388";"million";"BB";226;1,06;189,6;0,95;"73%";123,9;"19%";23;-5
"389";"MiyokaPanda";"Unbi";122;1,06;268;1,04;"61%";180,4;"19%";27;2
"390";"Moh";"FLC";3205;1,06;210;1,07;"71%";136,9;"28%";27;28
"391";"SimonD4rk";"WAVE";2604;1,06;233,1;1,08;"70%";149,9;"21%";31;92
"392";"Mega";"KESC";77;1,06;247,3;1,02;"69%";168;"24%";23;1
"393";"Iyo";"CBT";1078;1,06;206,2;1,03;"72%";131,2;"19%";22;23
"394";"Logic";"BHOP";55;1,06;275;1;"58%";175,9;"20%";19;5
"395";"Yurii";"CASE";2586;1,06;195,1;1,03;"75%";122,4;"20%";27;10
"396";"pyth";"G2";3412;1,06;190,8;1,05;"74%";128,2;"30%";32;26
"397";"micaela";"9z";472;1,06;241,7;1,13;"67%";152,6;"28%";29;18
"398";"Retla";"BLD";1733;1,06;198,7;1,08;"72%";127,2;"22%";29;-19
"399";"Ruxic";"PRL";1006;1,06;190,5;1,04;"75%";125,7;"27%";30;-8
"400";"Khalil";"FUR";3100;1,06;193,5;1,05;"73%";125,9;"21%";30;27
"401";"Ruleh";"AREA";226;1,06;212,7;1,09;"70%";128,9;"18%";26;9
"402";"aNguiSt";"Vitr";259;1,06;218,9;1,06;"71%";146,3;"31%";33;8
"403";"Kamisseq";"AM";1296;1,06;221,5;1,09;"72%";143,6;"25%";30;20
"404";"OXY";"YFP";2765;1,06;244,4;1,14;"69%";154,1;"27%";34;90
"405";"tucks";"ORD";2305;1,06;196;1,05;"73%";124,6;"23%";26;-20
"406";"Why";"Are You Mad";68;1,05;244,7;0,98;"72%";159,1;"25%";25;4
"407";"ceNder";"VIT";4027;1,05;205,3;1,08;"70%";131,2;"28%";31;-9
"408";"Melser";"KRÜ";2924;1,05;190,5;1,03;"74%";123,5;"26%";29;41
"409";"xazyy";"DSY";906;1,05;198,1;0,99;"70%";129,4;"25%";28;-28
"410";"vaLentina";"FIRE";555;1,05;200,8;1,08;"74%";130;"26%";23;1
"411";"SteMpy";"K10";152;1,05;207,4;1,07;"68%";134,9;"32%";31;-3
"412";"Jamppi";"TL";3986;1,05;220,6;1,14;"70%";136,1;"24%";33;127
"413";"Mazino";"LEV";3166;1,05;219,2;1,08;"72%";139,3;"23%";35;-4
"414";"crashies";"NRG";5886;1,05;201,4;1,06;"74%";132,9;"24%";30;17
"415";"Marved";"FaZe";5245;1,05;206,7;1,03;"73%";133,2;"30%";35;21
"416";"hellff";"VLT";6277;1,05;196,4;1,07;"71%";128;"26%";32;29
"417";"CidZzZ";"DELI";367;1,05;195,6;1,01;"75%";127,3;"26%";24;-3
"418";"xand";"KRÜ";3805;1,05;243,5;1,14;"72%";147,4;"23%";33;193
"419";"MCD";"NxS";290;1,05;208,9;1,01;"67%";131,6;"21%";32;5
"420";"B1SK";"KPI";2702;1,05;243;1,09;"67%";150,7;"25%";33;129
"421";"Zino";"ARZ";1213;1,05;207,6;1,09;"69%";132,5;"27%";28;34
"422";"Vania";"BBL.Q";984;1,05;209,4;1,1;"76%";137,3;"27%";26;-12
"423";"Kyu";"SCC";95;1,05;240,8;1,03;"65%";163,4;"23%";23;0
"424";"Vinseer";"Hike";108;1,05;191,2;1,12;"72%";130,9;"26%";19;3
"425";"kyrrz";"KPI";1742;1,05;213,5;1,07;"70%";134,5;"24%";29;34
"426";"accHr";"iG";185;1,05;214,4;1,05;"66%";133,9;"33%";24;12
"427";"takej";"DNG";2147;1,05;224;1,16;"69%";140,4;"31%";36;41
"428";"Mazuong";"TRIDENT";171;1,05;257,9;1,08;"74%";173,8;"29%";26;6
"429";"Goaster";"MDR";2388;1,05;226,8;1,08;"69%";143,5;"25%";35;41
"430";"Hannah";"GEN.B";1647;1,05;221;1,15;"72%";144,8;"23%";35;38
"431";"Nivera";"KCORP";2287;1,05;193,4;1,1;"72%";126,6;"29%";29;9
"432";"Dep";"ZETA";2825;1,05;229,1;1,13;"70%";140,3;"24%";33;53
"433";"Georggyyy";"AKO";2359;1,05;250,4;1,1;"69%";157,5;"25%";31;88
"434";"xenon";"Labo";732;1,05;229,7;1,14;"69%";146,9;"29%";35;38
"435";"qw1";"FUT";3320;1,05;231,5;1,17;"69%";145,9;"27%";42;131
"436";"xander";"FS";2426;1,05;239,3;1,12;"68%";149,2;"17%";35;95
"437";"InfrequeNt";"WC";1720;1,05;214,4;1,04;"72%";136,5;"21%";34;33
"438";"rubkkoide";"9z";260;1,05;194,8;0,98;"72%";126,5;"31%";26;6
"439";"krain";"VKS";2284;1,05;207,3;1,12;"73%";133,8;"21%";29;24
"440";"ngiN";"AT";346;1,05;217,5;1,06;"67%";143,5;"25%";28;-3
"441";"mindfreak";"PRX";5284;1,05;182,4;1,06;"74%";117;"27%";33;-27
"442";"Mimori";"DIVI";207;1,05;226;1,11;"70%";149,5;"29%";27;12
"443";"RedKoh";"AECL";2673;1,05;216,1;1,08;"70%";137;"20%";26;-5
"444";"Tisora";"ODK";2288;1,05;229,9;1,09;"70%";148,3;"20%";37;47
"445";"Anq";"FNST.OWO";1047;1,05;222,4;1,07;"67%";140;"24%";30;-2
"446";"cp2";"RNG";2412;1,05;195,1;1;"73%";120,9;"25%";29;32
"447";"Feeqn";"BIG";2697;1,05;210,2;1,05;"71%";135,8;"19%";27;-1
"448";"Sacake";"KOI";2443;1,05;214,2;0,99;"73%";144,6;"23%";32;-11
"449";"wippie";"V1";3208;1,05;205,1;1,08;"74%";134,5;"20%";32;45
"450";"KILLDREAM";"OLDT";1641;1,05;241,6;1,06;"69%";153,7;"24%";33;43
"451";"bang";"100T";4680;1,05;207,2;1,05;"72%";132,9;"33%";35;19
"452";"PEARSS";"WB";138;1,05;234,7;1,1;"64%";145,8;"27%";36;4
"453";"hussaR";"RN";3265;1,05;206,5;1,01;"73%";136,9;"23%";31;31
"454";"mehzy";"DNAD";1457;1,05;241;1,09;"71%";152,8;"21%";30;30
"455";"Jelly";"B4A";1035;1,05;214,3;1,01;"72%";141,4;"26%";25;-25
"456";"popogachi";"CR";1614;1,05;206,3;0,99;"73%";142,1;"23%";34;-10
"457";"kamyk";"UCAM";3146;1,05;211,3;1,06;"72%";139,4;"27%";31;-25
"458";"Depyro";"EGYPT";2417;1,05;204,2;1,01;"72%";131,1;"20%";33;-10
"459";"DH";"NÖF";787;1,05;221,8;0,99;"72%";145,8;"15%";29;-14
"460";"Cendary";"BSX";188;1,05;217,4;1,09;"74%";136,9;"32%";23;2
"461";"markL";"TLN";455;1,05;244,1;1,13;"66%";153,1;"20%";31;16
"462";"Klockzy";"CD";1148;1,05;219;1,03;"70%";139,3;"21%";26;13
"463";"krozera";"XcN";718;1,05;217;1,02;"67%";135,9;"26%";24;-1
"464";"Meteor";"GEN";1621;1,05;248;1,13;"68%";154,2;"23%";34;98
"465";"Elite";"BBL";1160;1,05;215,8;1,12;"70%";140,5;"40%";38;22
"466";"poiz";"C9A";2625;1,05;221,7;1,11;"71%";140,7;"26%";33;30
"467";"pwny";"T1";3571;1,05;207,2;1,1;"72%";132;"25%";34;76
"468";"H1ber";"VIT";2799;1,05;243,1;1,04;"69%";156,2;"24%";33;27
"469";"Munchkin";"T1";2041;1,05;229,3;1,08;"71%";145,6;"22%";28;42
"470";"draken";"GLD";2182;1,05;203,6;1,06;"73%";129,3;"25%";31;18
"471";"Wo0t";"FF";741;1,04;222,1;1,08;"71%";145,5;"35%";34;-10
"472";"7ssk7";"NAVI";3883;1,04;213,1;1,07;"69%";139,9;"27%";32;133
"473";"b3ta";"MiTH";4432;1,04;193,8;0,98;"75%";126,4;"27%";29;-36
"474";"tehbotoL";"RRQ";4679;1,04;204,5;1,06;"74%";132,4;"24%";38;-15
"475";"malfY";"Team";358;1,04;246,3;1,12;"65%";153,6;"22%";28;5
"476";"cLeVerLy";"MAJT";332;1,04;202,8;1,02;"69%";133,7;"25%";29;4
"477";"wizard";"WC";435;1,04;195,2;0,97;"67%";123,3;"16%";23;5
"478";"rhyme";"GIA";4688;1,04;216;1,04;"71%";141,8;"30%";33;126
"479";"Sliicyy";"FR";2450;1,04;213,5;1,05;"75%";137;"25%";32;-1
"480";"mittiii";"FL";760;1,04;221,4;1,08;"67%";136,3;"18%";29;12
"481";"MaikoRioo";"7TH";215;1,04;220,2;1,02;"70%";143,1;"20%";23;-2
"482";"Sp1ke";"FVT";2438;1,04;224,5;1,12;"70%";143,7;"21%";33;39
"483";"Leare";"HSDI";1877;1,04;236,3;1,11;"67%";147,8;"25%";34;46
"484";"wak1e";"SWEN";335;1,04;220,3;1,11;"69%";143,2;"29%";37;8
"485";"drn";"TL";2507;1,04;187,3;1;"74%";120,8;"19%";26;-14
"486";"pl1xx";"BOBO";3505;1,04;224,9;1,11;"73%";141,2;"19%";32;70
"487";"Rodz3ris";"H$";138;1,04;205,1;0,92;"81%";132,1;"31%";18;3
"488";"WUKONG";"FCY";2891;1,04;224,7;1,04;"71%";145,7;"30%";31;17
"489";"aeiden";"BSO";1193;1,04;204,2;0,99;"68%";131,9;"34%";32;9
"490";"effys";"V1";5469;1,04;184,9;0,98;"75%";123,3;"21%";30;11
"491";"Jlerst";"PRL";2692;1,04;202,6;1,06;"76%";132,6;"31%";36;17
"492";"aimhunterr";"UAE";1303;1,04;232,2;1,11;"70%";146,2;"24%";31;47
"493";"Dutch";"GK";683;1,04;190,5;1,04;"70%";126,8;"28%";26;10
"494";"Kryptix";"BAR";4093;1,04;190,8;1,05;"75%";125,4;"21%";28;28
"495";"LEW";"FC";1395;1,04;232,3;1,08;"67%";152,5;"29%";30;21
"496";"Ali";"Crou";1409;1,04;219;1,04;"70%";144;"28%";27;25
"497";"Witz";"TS";2446;1,04;209;1,06;"70%";133,2;"20%";27;4
"498";"deshaunte";"FNK";282;1,04;201,6;0,97;"70%";126,8;"22%";22;0
"499";"ScrewFace";"26 R";6130;1,04;229,6;1,07;"68%";144,7;"19%";35;125
"500";"DHITO";"BSTR";594;1,04;222,4;1,07;"72%";144,9;"24%";27;0
"501";"Felix";"WAVE";749;1,04;199,3;1,03;"74%";137,1;"28%";26;-2
"502";"lenne";"TS";4069;1,04;199;1;"73%";131,6;"21%";28;17
"503";"adverso";"LEV";2935;1,04;206;1,03;"72%";132,1;"24%";30;-2
"504";"autimatic";"T1";853;1,04;224,4;1,09;"74%";139,6;"19%";25;33
"505";"jannyXD";"RBLS";2414;1,04;226,9;1,12;"71%";143,8;"24%";38;19
"506";"rivszn";"Carl";122;1,04;238,8;1,12;"72%";160,6;"24%";33;1
"507";"JayH";"BLD";1838;1,04;193,5;1;"74%";126,8;"22%";28;-13
"508";"Jremy";"TS";1304;1,04;217;1,03;"70%";140,8;"21%";35;19
"509";"AloNeFillz";"MiTH";3523;1,04;199,1;1,05;"75%";131,2;"19%";42;55
"510";"Paincakes";"CB";6313;1,04;207,8;1,03;"73%";134,4;"26%";30;13
"511";"Jonaaa6";"TS";6446;1,04;197,5;1,03;"74%";130,8;"24%";34;3
"512";"JessieVash";"TS";4134;1,04;195,7;1;"74%";132,3;"24%";31;33
"513";"s0m";"Team";4602;1,04;220,5;1,09;"71%";139,6;"24%";34;68
"514";"Deryeon";"BLD";4338;1,04;229,1;1,08;"71%";145,5;"22%";38;108
"515";"BORKUM";"TS";4134;1,04;206,1;1,06;"71%";132,6;"20%";34;-1
"516";"Boo";"TH";3867;1,04;190,3;1,02;"73%";124,1;"29%";28;16
"517";"Dcop";"FS";3903;1,04;215,4;0,99;"72%";139,2;"18%";37;1
"518";"KING";"VINNY";1717;1,04;211,7;1,13;"71%";138,1;"23%";31;76
"519";"fooX";"BD";1626;1,04;194,9;1,02;"72%";123,7;"22%";31;-2
"520";"Drone";"DR";5599;1,04;206,9;1,07;"72%";134;"33%";31;25
"521";"sayoo";"BTR";2193;1,04;215,6;1,03;"72%";135,2;"25%";26;-29
"522";"havoc";"UNION";1162;1,04;223,5;1,08;"70%";142,3;"30%";32;-15
"523";"Nille";"ALL";1331;1,04;201;1,12;"71%";134,3;"23%";30;-2
"524";"Arial";"B4A";86;1,04;143,3;0,92;"78%";90,4;"38%";19;-2
"525";"WRONSKI";"GES";2528;1,04;252;1,11;"68%";158;"28%";37;67
"526";"gob";"b
																			BIG";2642;1,04;195,2;0,98;"74%";130;"24%";28;-17
"527";"BlackHeart";"SILK";4578;1,04;206;1,03;"72%";137,9;"26%";28;40
"528";"gnaru";"SRD";296;1,04;207,1;1,01;"74%";136,5;"34%";21;1
"529";"SORRYMYBAD";"RNG";421;1,04;213,3;1,09;"76%";134;"30%";26;9
"530";"Agnes";"GHS";242;1,04;179,2;0,87;"62%";130;"33%";28;-1
"531";"kon4n";"TBK";2512;1,04;216,4;1,04;"71%";140,5;"24%";30;-26
"532";"fixky";"SMG";654;1,04;199,8;1,02;"75%";125,9;"19%";24;12
"533";"SwayZ";"LT";2359;1,04;211,3;1,12;"70%";138,7;"27%";35;39
"534";"bipo";"ITA";1028;1,04;208;1,05;"72%";131,4;"32%";28;27
"535";"Ayzee";"AT";232;1,04;207,2;1,1;"73%";137,3;"27%";22;-14
"536";"Noia";"XSET.P";1849;1,04;229,2;1,1;"68%";152;"26%";33;24
"537";"Critical";"YFP";6719;1,04;210;1,03;"72%";140,5;"22%";29;3
"538";"muffinloop";"VLT";379;1,04;238,6;1,13;"62%";152,6;"33%";30;11
"539";"nobody";"EDG";2076;1,04;199,1;1;"73%";131,3;"29%";28;-19
"540";"Kanpeki";"STORM";4490;1,04;214;1,04;"71%";134,8;"22%";38;103
"541";"Chadi";"RN";2391;1,04;214,9;1,1;"69%";133;"26%";33;43
"542";"BebeWHO";"RLS";210;1,04;213,1;0,93;"63%";136,2;"26%";21;-1
"543";"jeffie";"ASP";856;1,04;223,4;1,11;"67%";144;"29%";33;4
"544";"Gia";"NAVI.C";2241;1,04;212,2;1,09;"71%";142,1;"26%";31;42
"545";"Rosa";"Stel";103;1,04;256,2;1,07;"66%";170;"16%";28;-5
"546";"rite2ace";"VLT";6028;1,04;190,4;1,05;"74%";126,4;"26%";33;-31
"547";"Excali";"VLT";6032;1,04;224,7;1,08;"71%";146,2;"25%";34;83
"548";"aimDLL";"BBL";2604;1,04;205,9;1,05;"73%";137,6;"28%";33;7
"549";"ban";"T1";5131;1,04;221,8;1,08;"71%";140,5;"26%";35;139
"550";"Aimbot";"TiA";132;1,04;185,2;0,84;"60%";114,6;"23%";22;-8
"551";"Davidp";"DSY";3477;1,04;192,2;1,05;"73%";122,4;"21%";32;28
"552";"mada";"SR";4261;1,04;221,3;1,01;"71%";143,6;"24%";34;-19
"553";"Mistic";"FNC";4977;1,04;186,8;1,06;"75%";120,5;"28%";34;34
"554";"mate";"EZ K";1108;1,04;192;1,08;"71%";128;"27%";21;2
"555";"VenTT";"FF.Y";202;1,04;230,7;1,08;"70%";147,6;"33%";27;-6
"556";"tesseract";"ENGM";2001;1,04;220,3;1,04;"71%";145,1;"29%";37;-23
"557";"CRZY";"Duck";137;1,04;219,9;0,87;"68%";148;"24%";28;-8
"558";"HAXX";"feel";82;1,04;226,3;1;"66%";146;"21%";19;0
"559";"cxy0714";"GA";966;1,04;207;0,98;"71%";130,9;"29%";34;-4
"560";"Brinks";"SEMO";1219;1,04;216,7;1;"73%";140,1;"20%";28;11
"561";"YaBoiDre";"NYFU";4965;1,04;219,7;1,05;"71%";142,7;"26%";33;6
"562";"Nexi";"RRQ";1868;1,04;213,2;1,07;"74%";137,7;"24%";31;38
"563";"Kevzii";"RRQ";1746;1,04;206,3;1,02;"71%";140,7;"28%";30;-9
"564";"Bunny";"F4Q";1205;1,03;224,9;1,05;"71%";144,3;"15%";28;17
"565";"Keiko";"bonk";1105;1,03;219,3;1,09;"69%";143,5;"29%";34;41
"566";"peri";"DK";1658;1,03;180,7;1,04;"72%";120,7;"21%";25;-3
"567";"yetujey";"FF";923;1,03;190,3;1,08;"70%";124,8;"25%";27;1
"568";"BRNWOWZK1";"SH";1560;1,03;220,7;1,06;"70%";144,1;"19%";28;12
"569";"Ambi";"Fast";3577;1,03;215,8;1,06;"72%";139,1;"24%";44;34
"570";"prince";"LOS";1638;1,03;203,3;1,03;"70%";135,3;"25%";34;-10
"571";"KPZET";"FKS";868;1,03;212;1,07;"71%";138,4;"34%";28;1
"572";"MONSTEERR";"ACE";2109;1,03;212,3;1,06;"70%";141,3;"25%";30;-3
"573";"Lightningfast";"GES";4953;1,03;212,2;1,07;"71%";138,5;"29%";33;-1
"574";"Toon";"YLA";942;1,03;201;0,97;"71%";133,7;"22%";25;7
"575";"Touven";"GGO";1928;1,03;212,2;1;"71%";144,2;"26%";29;-46
"576";"zeldris";"STEA";4452;1,03;226,5;1,1;"67%";143,6;"24%";43;88
"577";"Dreamas";"TL";3391;1,03;200,2;1,05;"72%";132,1;"20%";31;37
"578";"leobas";"SNX";802;1,03;205,2;1,02;"71%";135,8;"24%";30;-2
"579";"Bones";"ex-S";3468;1,03;222,1;1,06;"72%";143,9;"24%";31;0
"580";"YOKO";"Stoi";73;1,03;184,3;0,88;"63%";121,5;"28%";19;1
"581";"mizuN";"WAVE";2260;1,03;206,7;1,05;"71%";135,6;"34%";31;1
"582";"cortezia";"TBS";1046;1,03;225,9;1,02;"72%";149;"26%";26;-12
"583";"BandiCoot";"EXL";1746;1,03;207,2;1,05;"72%";130,6;"22%";34;-17
"584";"nitr0";"100T";3021;1,03;196,6;1,05;"72%";126,7;"25%";35;-11
"585";"FirstLove";"MOON";2243;1,03;203,7;1,05;"71%";132,8;"16%";31;5
"586";"Closer";"6K";1565;1,03;201,7;1;"72%";128,7;"22%";26;28
"587";"Kehmicals";"Clan";2745;1,03;226,7;1,11;"69%";141,6;"18%";29;58
"588";"FakeAnanas";"ZINK";823;1,03;199;0,93;"71%";130,5;"23%";21;-1
"589";"allow";"DK";2051;1,03;235,4;1,13;"70%";147,4;"24%";33;73
"590";"Maskon";"ARF";1402;1,03;204,5;1,07;"72%";129,3;"22%";27;23
"591";"duhT";"DELI";1411;1,03;202,5;1,05;"71%";130,5;"26%";31;28
"592";"hayden";"PH";158;1,03;164,6;0,69;"86%";101,9;"17%";16;-10
"593";"valyn";"TGRD";4398;1,03;207,3;1,02;"74%";133,5;"24%";32;22
"594";"Ziggy";"TR";86;1,03;179,2;0,73;"65%";107,2;"20%";15;-5
"595";"Chowdy";"BSTL";202;1,03;215,3;1,02;"72%";141,6;"33%";24;13
"596";"Eldogor";"BM";931;1,03;201,6;1,04;"74%";130,5;"17%";31;0
"597";"DrK";"EZcl";173;1,03;168,3;0,83;"72%";115,1;"25%";30;-1
"598";"reizek";"Dece";137;1,03;232,7;1,06;"68%";137,8;"19%";19;9
"599";"Ethan";"EG";3267;1,03;206;1,04;"73%";133;"23%";29;-14
"600";"jmoh";"VRT";4264;1,03;203,3;1,02;"70%";127,5;"16%";30;56
"601";"ColdFish";"Toe";1948;1,03;206,8;1,04;"73%";134,8;"19%";28;21
"602";"JonahP";"TGRD";4332;1,03;208;1,06;"73%";134,7;"26%";34;6
"603";"Kush";"AE";2459;1,03;222,5;1,03;"73%";143,9;"27%";31;22
"604";"venture";"MR";5796;1,03;188,7;0,97;"73%";125,9;"21%";29;-30
"605";"HussaR";"9z";890;1,03;205,3;1,05;"70%";129,9;"21%";27;-5
"606";"warwick";"Z11";359;1,03;218,6;1;"66%";143,5;"32%";27;-2
"607";"flabben";"BVD";1283;1,03;203,1;1,07;"70%";130,7;"26%";28;29
"608";"Zest";"DRX";3136;1,03;193;1,06;"74%";124,9;"29%";31;-26
"609";"canefis";"UOL";865;1,03;200,2;1,03;"69%";134,5;"29%";26;15
"610";"DVDOV";"UAE";1535;1,03;211,9;1,04;"69%";138,5;"23%";31;16
"611";"Meddo";"G2";5440;1,03;194,9;1,14;"74%";127,8;"25%";32;74
"612";"gtn";"MIBR";2656;1,03;207;1,03;"73%";132,8;"20%";30;-12
"613";"logaN";"BDS";3509;1,03;200,5;1,1;"73%";131,4;"25%";32;32
"614";"neth";"CR";2544;1,03;202,3;1,1;"71%";129,9;"22%";26;14
"615";"jerry";"Dami";136;1,03;216,2;1,05;"75%";141,1;"23%";21;2
"616";"chiwawa";"XL";3621;1,03;220,2;1,1;"70%";142,3;"26%";39;50
"617";"shion";"LBR";2003;1,03;216,6;1,06;"73%";137,4;"22%";31;20
"618";"Babytz";"X10S";1452;1,03;217,8;1,08;"72%";139,3;"16%";35;-16
"619";"randyySAVAGE";"GKS";7123;1,03;208,1;1,02;"70%";137,6;"28%";33;57
"620";"tyzz";"DAB";63;1,03;209,3;0,96;"76%";132,8;"24%";20;-1
"621";"adrnking";"AE";3751;1,03;212,3;1,07;"73%";136,1;"27%";29;44
"622";"C0M";"EG";4064;1,03;200,5;1,03;"72%";132,7;"23%";32;7
"623";"Doomsday";"SNH";87;1,03;230;1,21;"67%";163,8;"22%";31;-1
"624";"SLT";"Necr";78;1,03;233,5;1,17;"60%";149;"23%";23;0
