"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD"
"11";825,162;0,944;196,698;69;0,952;128,85;0,68;0,258;0,098;0,104;608,84;577,152;196,16;86,318;83,612;1702,586;1,09;219,134;73,4;1,15;140,596;0,764;0,28;0,114;0,09;1366,104;1157,776;464,966;221,448;164,224
"12";608,06;0,994;207,94;69,8;1,062;133,24;0,73;0,256;0,11;0,1;463,266;409,79;145,952;78,666;61,082;754,986;1,008;208,11;69,4;1,058;134,84;0,73;0,238;0,106;0,098;556,64;520,966;179,194;83,514;75,346
"13";2227,016;1,022;211,128;70;1,094;134,84;0,734;0,268;0,12;0,1;1717,412;1519,426;587,31;315,816;242,346;799,308;1,014;214,466;68,8;1,056;139,714;0,744;0,262;0,108;0,106;617,41;562,784;213,348;95,116;88,348
"14";793,744;1,042;199,44;72,4;1,08;128,026;0,71;0,28;0,086;0,082;594,21;516,576;205,76;77,168;55,516;480,932;1,008;215,272;70,6;1,03;139,59;0,754;0,244;0,12;0,112;365,922;344,072;112,214;56,038;49,014
"15";833,606;1,016;199,482;71;1,002;129,424;0,686;0,294;0,088;0,092;614,986;585,49;213,688;109,384;94,544;695,684;1,052;216,228;71,6;1,13;138,432;0,766;0,266;0,104;0,09;556,89;471,094;170,876;88,418;66,414
"16";1360,928;0,992;206,906;68,4;1,104;132,358;0,726;0,284;0,092;0,084;1015,994;860,184;331,094;132,764;105,712;684,012;1,052;206,58;72;1,066;133,778;0,724;0,28;0,106;0,094;542,514;465,158;171,302;89,498;68,838
"17";1055,266;1,02;209,48;71,4;1,078;135,278;0,732;0,246;0,094;0,086;810,524;711,352;254,578;112,906;88,516;1050,012;1,104;226,694;71,6;1,176;146;0,794;0,254;0,13;0,11;845,886;698,95;274,268;139,004;106,404
"18";886,456;1,01;220,574;70;1,072;141,332;0,768;0,27;0,124;0,118;689,258;630,312;192,216;118,472;105,626;1441,382;1,036;203,724;71,2;1,066;129,766;0,722;0,278;0,106;0,102;1056,468;964,856;390,266;155,428;137,804
"19";1005,092;0,946;216,292;64,8;1,104;134,854;0,756;0,276;0,118;0,104;763,55;686,372;289,746;125,236;97,104;927,874;1,016;219,548;69,2;1,076;139,954;0,768;0,268;0,118;0,108;715,44;645,52;246,154;101,894;89,868
"20";1355,396;1,032;215,866;71,6;1,054;138,534;0,744;0,288;0,12;0,11;1029,23;944,986;445,574;152,998;134,196;1309,402;1,048;217,038;71,6;1,134;139,428;0,762;0,238;0,112;0,098;1006,444;890,52;299,672;153,312;132,564
"21";221,534;0,972;204,204;69,6;0,984;134,748;0,7;0,266;0,092;0,1;155,454;159,362;58,274;20,408;22,696;205,942;0,926;193,592;67,8;0,908;125,866;0,658;0,296;0,088;0,132;141,19;150,95;54,752;22,298;27,594
"22";1064,58;1,128;234,748;72,6;1,238;151,346;0,834;0,27;0,126;0,098;894,24;709,83;281,95;136,522;99,946;793,304;1,02;212,942;71;1,098;137,446;0,746;0,304;0,112;0,1;595,694;542,538;217,066;89,744;78,39
"23";977,958;1,124;218,748;73,8;1,178;142;0,772;0,274;0,114;0,09;786,448;643,252;255,626;122,704;92,334;1100,832;1,106;222,24;74;1,156;142,972;0,778;0,29;0,122;0,104;873,866;751,528;292,574;155,656;125,962
"24";1703,408;1,02;213,384;70;1,048;137,638;0,738;0,27;0,112;0,112;1252,43;1188,914;431,51;182,556;167,376;1708,594;1,1;213,66;74,2;1,142;138,218;0,75;0,308;0,098;0,084;1242,418;1092,416;570,198;147,754;124,86
"25";1142,582;1,14;231,756;73,6;1,228;149,216;0,808;0,288;0,12;0,098;906,656;767,804;320,762;138,87;116,45;1065,724;1,044;206,308;71,8;1,074;133,26;0,724;0,272;0,102;0,098;740,87;709,76;293,094;97,01;90,514
"26";216,774;0,976;198,308;70;0,974;129,214;0,682;0,252;0,102;0,116;150,714;151,134;52,588;24,054;24,002;140,906;0,908;190,974;68,8;0,908;128,488;0,654;0,296;0,086;0,116;99,674;102,362;38,29;14,874;17,628
