"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD"
"11";262,69;0,946;199,08;68,4;0,966;128,642;0,692;0,31;0,098;0,108;181,33;181,306;70,054;19,972;18,836;879,29;1,012;210,222;69,4;1,08;135,484;0,742;0,248;0,11;0,102;652,992;598,382;225,416;97,32;86,736
"12";943,306;1,016;207,358;70,8;1,038;133,698;0,724;0,256;0,102;0,1;691,398;656,8;239,802;99,016;94,52;1831,29;1,092;225,778;72,4;1,164;143,546;0,79;0,252;0,122;0,108;1481,174;1235,308;405,018;270,848;208,864
"13";682,216;1,05;206,38;72;1,062;133,666;0,726;0,28;0,106;0,094;540,808;464,278;171,072;89,186;68,84;926,238;1,012;218,89;69;1,074;139,572;0,762;0,268;0,118;0,108;713,736;644,536;245,394;101,536;89,736
"14";624,842;0,97;200,32;69,2;0,966;131,572;0,698;0,276;0,1;0,112;451,454;444,24;186,098;65,196;68,448;320,164;0,982;202,094;70,6;0,982;133,182;0,702;0,272;0,086;0,108;225,024;226,424;91,142;27,506;30,196
"15";471,828;1,024;206,306;70,6;1,06;132,494;0,724;0,276;0,102;0,108;350,722;322,57;126,558;49,434;50,512;946,456;1,062;226,084;71,2;1,146;142,46;0,792;0,258;0,122;0,108;752,3;657,172;233,22;122,484;107,344
"16";942,952;1,034;209,852;71;1,084;135,63;0,736;0,254;0,11;0,092;706,814;650,966;214,06;129,256;107,03;912,436;1,046;215,02;70,8;1,108;139,064;0,76;0,252;0,126;0,104;687,396;625,026;237,514;114,798;91,95
"17";764,538;1,006;207,786;69,4;1,056;134,668;0,728;0,238;0,106;0,1;562,58;527,39;182,066;84,19;76,854;1004,696;0,948;216,368;64,8;1,104;134,902;0,756;0,274;0,118;0,102;764,286;685,822;289,216;125,32;97,074
"18";977,958;1,036;218,992;69,2;1,114;140,922;0,77;0,218;0,12;0,1;811,018;674,268;176,414;151,294;105,198;589,732;0,956;196,192;69,6;0,958;125,486;0,686;0,288;0,104;0,094;420,27;414,746;169,152;59,66;55,18
"19";464,89;0,928;201,516;68;0,958;131,38;0,702;0,244;0,11;0,122;335,098;327,232;101,672;48,566;45,342;753,84;1,09;213,71;74;1,12;137,974;0,762;0,264;0,118;0,096;575,376;511,358;187,584;92,166;73,756
"20";1547,218;1,158;225,65;75,2;1,226;147,122;0,786;0,312;0,104;0,08;1141,686;963,902;539,034;130,09;99,864;933,614;1,104;222,578;72,6;1,154;144,134;0,774;0,262;0,122;0,1;736,562;622,92;231,956;119,558;95,512
"21";1364,37;0,994;206,838;68,4;1,104;132,33;0,726;0,286;0,092;0,086;1019,484;862,302;332,318;132,91;105,76;1316,45;1,048;217,048;71,6;1,134;139,458;0,762;0,24;0,112;0,098;1012,198;894,69;301,466;154,128;133,054
"22";1565,126;1,102;231,07;72,6;1,168;148,32;0,802;0,33;0,114;0,1;1232,938;1052,89;548,252;159,684;131,594;2154,102;1,114;220,348;74,4;1,154;141,408;0,77;0,288;0,108;0,09;1661,192;1414,6;651,436;218,198;163,556
"23";440,152;1,022;211,976;70;1,058;137,47;0,742;0,254;0,12;0,104;333,278;312,808;109,52;59,272;49,758;527,142;0,99;204,072;70,4;1,008;133,572;0,716;0,266;0,106;0,106;385,382;366,58;130,894;57,846;52,074
"24";932,788;1,118;225,228;72,8;1,192;146,114;0,79;0,278;0,122;0,092;731,794;622,258;257,848;108,318;78,816;1613,044;1,072;218,554;71,4;1,11;141,664;0,766;0,262;0,114;0,104;1282,118;1129,616;384,132;217,482;181,11
"25";612,288;0,994;207,782;69,8;1,058;133,186;0,732;0,256;0,11;0,1;465,898;412,712;147,33;79,128;61,3;485,784;1,012;215,346;70,6;1,036;139,746;0,754;0,244;0,12;0,112;370,218;346,9;113,014;56,832;49,458
"26";545,326;0,844;193,606;62;0,94;125,816;0,682;0,238;0,092;0,094;412,806;388,662;117,874;74,402;70,992;622,842;0,992;210,346;70;1,016;135,524;0,736;0,28;0,116;0,112;481,72;461,516;159,968;89,248;79,744
"27";1363,242;1,03;215,648;71,4;1,052;138,428;0,742;0,29;0,12;0,11;1034,168;951,25;447,646;153,728;135,132;798,616;1,042;199,05;72,4;1,076;127,82;0,708;0,28;0,086;0,08;596,484;520,63;205,972;77,704;56,534
"28";1714,396;0,976;214,984;68,2;1,11;135,084;0,744;0,284;0,11;0,094;1276,428;1135,824;507,726;172,142;129,682;1053,61;1,064;223,974;72;1,164;142,026;0,798;0,236;0,13;0,108;910,18;724,678;201,85;162,508;121,186
